Comment,cleaned_comment,Sentiment
I would buy one if I had enough money!,"would, buy, one, enough, money",Neutral
TELL ME BOUT A PT CRUISER,"tell, bout, pt, cruiser",Neutral
How many more videos about cybertruck are we going to have to see on this channel,"many, video, cybertruck, going, see, channel",Neutral
This should be Robocop’s ride.,"robocop, ride",Neutral
Didnt we do this already?,"didnt, already",Neutral
man it wasn't the truck it's you people all over the work know you,"man, wasnt, truck, people, work, know",Neutral
"So I get you are a mad Tesla fan boy, but I'm surprised you didn't say ANYTHING about the potential for rust in the stainless steel body.  Not a car for Australia, or anyone living within 2 kms of the ocean","get, mad, tesla, fan, boy, im, surprised, didnt, say, anything, potential, rust, stainless, steel, body, car, australia, anyone, living, within, km, ocean",Neutral
What's the song at the end,"whats, song, end",Neutral
"cmmon, as a German I just have to say it: it´s engineering trash","cmmon, german, say, it, s, engineering, trash",Neutral
Miles couldn't get to drive the porsche,"mile, couldnt, get, drive, porsche",Neutral
"Saw my first one today in person in Tucson, AZ. Looks much bigger and longer than the videos make it look. Can’t believe someone would buy one of these…must need attention since they don’t get it from their families 😂","saw, first, one, today, person, tucson, az, look, much, bigger, longer, video, make, look, believe, someone, would, buy, one, these, must, need, attention, since, get, family",Neutral
That intro went haaard,"intro, went, haaard",Neutral
Iconic = MKBHD,"iconic, mkbhd",Neutral
Can confirm the PT Cruiser thing.,"confirm, pt, cruiser, thing",Neutral
"Bunch of Karens in the comment section. It’s new, of a design, to technical and to high tech for the close minded brain","bunch, karen, comment, section, new, design, technical, high, tech, close, minded, brain",Neutral
23:10 those wheel covers will most likely cause the brakes to overheat and fail. Trucks too heavy and the breaks are going to get worked. Holding in that heat isn’t ideal.,"wheel, cover, likely, cause, brake, overheat, fail, truck, heavy, break, going, get, worked, holding, heat, ideal",Neutral
Already irrelevant.,"already, irrelevant",Neutral
How fast does this thing eat up tires? EVs burn through tires. Needing changed 20% more often and costing 50% more. I have to believe the cybertruck EATS tires.,"fast, thing, eat, tire, ev, burn, tire, needing, changed, often, costing, believe, cybertruck, eats, tire",Neutral
Miles setting a world record without knowing,"mile, setting, world, record, without, knowing",Neutral
you're underrated Marques,"youre, underrated, marque",Neutral
Day 1 of asking Marques Brownlee for a Smartphone,"day, asking, marque, brownlee, smartphone",Neutral
"Even if Tesla used the cheapest 911, the Porsche is still at least $25,000 more than the CyberBeast.","even, tesla, used, cheapest, porsche, still, least, cyberbeast",Neutral
In NorCal I’ve seen almost 20 of them already. Reminds me of the first teslas. Cyber trucks will absolutely be everywhere sooner than we think,"norcal, seen, almost, already, reminds, first, tesla, cyber, truck, absolutely, everywhere, sooner, think",Neutral
You know what's iconic. Mile is,"know, whats, iconic, mile",Neutral
"Exactly how it was when I got the Model 3 before anyone had one or driven one , NOW thats all you see on the road","exactly, got, model, anyone, one, driven, one, thats, see, road",Neutral
People talk to me about my 2022 Honda civic hatchback too,"people, talk, honda, civic, hatchback",Neutral
911 iconic and mass produced though,"iconic, mass, produced, though",Neutral
"I think a couple things you may have missed in your evaluation. Number one the fact that it’s bulletproof just really shows you how tough the outer skin is you didn’t mention it’s the first vehicle on the road made with an exoskeleton and that’s why it’s bulletproof and by the way to make a truck bulletproof cost $70,000 if you have that done yourself. Number two the fact that it’s iconic it’s iconic because it doesn’t look like every other pick up truck out there and now all the other manufacturers know they don’t have to keep trucks looking the same. That’s what’s gonna make it iconic.","think, couple, thing, may, missed, evaluation, number, one, fact, bulletproof, really, show, tough, outer, skin, mention, first, vehicle, road, made, exoskeleton, bulletproof, way, make, truck, bulletproof, cost, done, number, two, fact, iconic, iconic, look, like, every, pick, truck, manufacturer, know, keep, truck, looking, gon, na, make, iconic",Neutral
14:14 MKBSD,mkbsd,Neutral
Paint it matte black,"paint, matte, black",Neutral
The 911 Turbo S is way faster than a regular 911. Way faster.,"turbo, way, faster, regular, way, faster",Neutral
"6:55 Demolition Ranch, we’re waiting on you Matt 😂","demolition, ranch, waiting, matt",Neutral
Infiniti was the first to steer by wire and everyone hated it.  Because it’s a Tesla everyone loves it.,"infiniti, first, steer, wire, everyone, hated, tesla, everyone, love",Neutral
Most truck people I know work corporate jobs. I am not a pickup truck person but I’d buy a Cybertruck as my first,"truck, people, know, work, corporate, job, pickup, truck, person, buy, cybertruck, first",Neutral
"i live in california, i seen at least 5 cyber trucks a month all throughout where im going day by day.","live, california, seen, least, cyber, truck, month, throughout, im, going, day, day",Neutral
7:11 should have done the invisible logo thing from the animation,"done, invisible, logo, thing, animation",Neutral
"So basically it's a piece of ""bleep"" by the fantasist Musk.","basically, piece, bleep, fantasist, musk",Neutral
What about the rust,rust,Neutral
Man quit hyping up this trash,"man, quit, hyping, trash",Neutral
Iconic? No.,iconic,Neutral
13:25 millions? Then they will have to become a lot cheaper! (And more practical),"million, become, lot, cheaper, practical",Neutral
$100k and some bolts fall out.,"k, bolt, fall",Neutral
That dent after the sledgehammer 😩,"dent, sledgehammer",Neutral
"It's not feet, it's meters.","foot, meter",Neutral
I’m waiting for the Matte Black Wrap!,"waiting, matte, black, wrap",Neutral
The Porsche 911 is an iconic design despite there being so many of them. I think the Cybertruck will become a new norm and force manufacturers to reimagine what a pickup is.,"porsche, iconic, design, despite, many, think, cybertruck, become, new, norm, force, manufacturer, reimagine, pickup",Neutral
"Iphone 1 was mass produced, but it is still iconic","iphone, mass, produced, still, iconic",Neutral
The only good thing about this monstrosity is knowing that its banned in Europe and I never have to encounter one in my life.,"good, thing, monstrosity, knowing, banned, europe, never, encounter, one, life",Neutral
Tesla tested a base 911. You tested a 911 Turbo. Big difference.,"tesla, tested, base, tested, turbo, big, difference",Neutral
"It's simply the most groundbreaking design ever. Quite apart from the fact that it is an EV.
Then it's got 48V.
It's stainless steel.
It's got a tonneau cover.
It's fast.
It's a TESLA😅","simply, groundbreaking, design, ever, quite, apart, fact, ev, got, v, stainless, steel, got, tonneau, cover, fast, tesla",Neutral
THE NIGHT IVILIUM NEWYORK SHEEESH! CYBERTRUCK MAKES ALL CARS OLD NOW! SHEEESH SHEEESH! STAY CHILLYPOP!,"night, ivilium, newyork, sheeesh, cybertruck, make, car, old, sheeesh, sheeesh, stay, chillypop",Neutral
What the heck camera were the warehouse shots shot with?,"heck, camera, warehouse, shot, shot",Neutral
Waitwaitwaitwaitwait... You've got a german frisbee sport association jersey? 16:28 👀,"waitwaitwaitwaitwait, youve, got, german, frisbee, sport, association, jersey",Neutral
I'm more afraid of door dings than bullets.,"im, afraid, door, ding, bullet",Neutral
Did we just see how iconic the iPhone is?,"see, iconic, iphone",Neutral
Volkswagen Beatle.,"volkswagen, beatle",Neutral
Just came to this comment section to ask: *No April 1st video?*,"came, comment, section, ask, april, st, video",Neutral
Mom's spaghetti,"mom, spaghetti",Neutral
What is the difference between Tesla cybertruck and Pontiac Aztek.,"difference, tesla, cybertruck, pontiac, aztek",Neutral
"In India, we have fortuner😂😂","india, fortuner",Neutral
Tesla are not the first to make a drive by wire system.,"tesla, first, make, drive, wire, system",Neutral
Heyyyy Marques is doing puff pieces for Elon and Cybertruck,"heyyyy, marque, puff, piece, elon, cybertruck",Neutral
"Overall, overrated.","overall, overrated",Neutral
It is roll and pitch motion,"roll, pitch, motion",Neutral
I would say the VW Beetle was iconic and mass produced,"would, say, vw, beetle, iconic, mass, produced",Neutral
Look at it...its not from earth 😂,"look, itits, earth",Neutral
And that's why I subscribed mkbhd.,"thats, subscribed, mkbhd",Neutral
"Only thru the intro, and I;m hooked","thru, intro, im, hooked",Neutral
Not MKBHD flexing his rides 😆,"mkbhd, flexing, ride",Neutral
Motorized morgue tables.,"motorized, morgue, table",Neutral
I see a back to the future reboot using this as the time machine.,"see, back, future, reboot, using, time, machine",Neutral
This is basically a DMC Delorean retouch,"basically, dmc, delorean, retouch",Neutral
I wasn't ready for a Fast and Furious teaser without Dom.... 🚘,"wasnt, ready, fast, furious, teaser, without, dom",Neutral
"So we have a tech guy who makes a living by review tech telling us this ""Cyber Truck"" is ICONIC and whatnot...?","tech, guy, make, living, review, tech, telling, u, cyber, truck, iconic, whatnot",Neutral
it's not the first car that has steer by wire,"first, car, steer, wire",Neutral
Moral of the story: Get a car With ICE and manual gearbox before it goes extinct 😂,"moral, story, get, car, ice, manual, gearbox, go, extinct",Neutral
The cybertruck is iconic in the same way as Margaret Thatcher,"cybertruck, iconic, way, margaret, thatcher",Neutral
The back is ugly AF which is too bad because the front is cool looking. Also honestly the more I look at it from the side the more it looks like it's some how driving backwards 🤣,"back, ugly, af, bad, front, cool, looking, also, honestly, look, side, look, like, driving, backwards",Neutral
20:31 can someone fact check that?,"someone, fact, check",Neutral
THIS IS THE CROCS OF THE AUTO WORLD.,"crocs, auto, world",Neutral
Visibile scratch at 9mm,"visibile, scratch, mm",Neutral
That transition into the Title card was EPIC!!!!!!!,"transition, title, card, epic",Neutral
"All things considered, Cybertruck is actually a cheap car. If it were any other brand, it would've been a 500k car","thing, considered, cybertruck, actually, cheap, car, brand, wouldve, k, car",Neutral
"6:39 
It's not bulletproof.
It's been demonstrated","bulletproof, demonstrated",Neutral
"It looks different for the sake of looking different and that's it about its looks.
I don't understand why people hype up this wedge on four wheels","look, different, sake, looking, different, thats, look, dont, understand, people, hype, wedge, four, wheel",Neutral
"MKBHD confirmed, Tesla Cybertruck is the new PT Cruiser.","mkbhd, confirmed, tesla, cybertruck, new, pt, cruiser",Neutral
"The VW Beetle is iconic, becoming common doesn't change that.","vw, beetle, iconic, becoming, common, doesnt, change",Neutral
stockholm syndrome kicks in after about a month,"stockholm, syndrome, kick, month",Neutral
f,f,Neutral
@6:44 I thought bro was going pull out a 9mm from the trunk,"thought, bro, going, pull, mm, trunk",Neutral
@mkbhd you should review TATA nano 😂,"mkbhd, review, tata, nano",Neutral
Where is the Xiaomi 14 ultra video daug? Come on!,"xiaomi, ultra, video, daug, come",Neutral
we need xiaomi su7,"need, xiaomi, su",Neutral
consooooomm product....,"consooooomm, product",Neutral
What a video 🙌🏻🙌🏻,video,Neutral
The next PT Cruiser 🤣,"next, pt, cruiser",Neutral
"Portland, JAMAICA in the Building!!!  🇯🇲🇯🇲🇯🇲🇯🇲🇯🇲🇯🇲","portland, jamaica, building",Neutral
I see a cyber truck every day I saw 4 yester day their every where already,"see, cyber, truck, every, day, saw, yester, day, every, already",Neutral
Marques jumps the shark.,"marque, jump, shark",Neutral
Imagine a variable speed-based steering ratio that's purely mechanical (I imagine a simpler form of a CVT transmission on the steering column).,"imagine, variable, speedbased, steering, ratio, thats, purely, mechanical, imagine, simpler, form, cvt, transmission, steering, column",Neutral
0:27 The sexiest truck ever made such a head turner and Tesla is Alien .😅,"sexiest, truck, ever, made, head, turner, tesla, alien",Neutral
That intro!!!,intro,Neutral
It's another look at me vehicle.,"another, look, vehicle",Neutral
Would the model X be consider as iconic?,"would, model, x, consider, iconic",Neutral
This video is glaringly irresponsible. He rightly brings up the buggy Fisker software that people “paid” for but briefly points out the completely missing autopilot feature (and FSD) for those who paid for it. He’s reviewing what the truck could be in the future at that point. Do better please,"video, glaringly, irresponsible, rightly, brings, buggy, fisker, software, people, paid, briefly, point, completely, missing, autopilot, feature, fsd, paid, reviewing, truck, could, future, point, better, please",Neutral
Who thaught he was going to pull out an AR instead of a sledgehammer?,"thaught, going, pull, ar, instead, sledgehammer",Neutral
"For me, the cybetruck is a shiny trashcan
Its shiny and gets your attention but thats it","cybetruck, shiny, trashcan, shiny, get, attention, thats",Neutral
BUTTONS.... Blackberry versus iPhone...,"button, blackberry, versus, iphone",Neutral
Spot on with what Foundation means.,"spot, foundation, mean",Neutral
"911 Turbo,...Tesla Vid was just 911","turbotesla, vid",Neutral
for hauling a van beats this on every front.,"hauling, van, beat, every, front",Neutral
"Porsche 911, VW Beetle","porsche, vw, beetle",Neutral
When I saw the intro : 😮,"saw, intro",Neutral
I'm calling it right now... the cybertruck will be the new Pontiac Aztec 10 years from now,"im, calling, right, cybertruck, new, pontiac, aztec, year",Neutral
Another incredible video!,"another, incredible, video",Neutral
"So its a technology demonstrator, masquerading as a SUV, that is masquerading as a pickup truck?","technology, demonstrator, masquerading, suv, masquerading, pickup, truck",Neutral
You can get it wrapped???,"get, wrapped",Neutral
You released this video a couple days early,"released, video, couple, day, early",Neutral
"I ahve not seen one yet.
But I do stare at lamborghini rv!!!

It is beginning to look normally!","ahve, seen, one, yet, stare, lamborghini, rv, beginning, look, normally",Neutral
"THAT TRUCK ICONIC ????????
HAVE U EVER DRIVE ......UNIMOG......???????","truck, iconic, u, ever, drive, unimog",Neutral
pointless to get an electric car if it's all backed up by fossil fuels.,"pointless, get, electric, car, backed, fossil, fuel",Neutral
Most comments say it is the coolest truck.,"comment, say, coolest, truck",Neutral
Ayyyy my boy MILES YESSIRR,"ayyyy, boy, mile, yessirr",Neutral
"The obsessive ""minimalism"" (i.e. cost cutting) is my biggest pet peeve with Tesla (as well as the other manufacturers copying their approach).  Rear visibility on the Cybertruck is so bad...it's safety/ergonomic negligence that they don't put a screen for the back up camera in the mirror.  Also, just add a heads-up display on the Model 3/Y/and Cybertruck if you refuse to add a gauge cluster screen like most every other car above $40,000 or so...","obsessive, minimalism, ie, cost, cutting, biggest, pet, peeve, tesla, well, manufacturer, copying, approach, rear, visibility, cybertruck, badits, safetyergonomic, negligence, dont, put, screen, back, camera, mirror, also, add, headsup, display, model, yand, cybertruck, refuse, add, gauge, cluster, screen, like, every, car",Neutral
"@MKHB you’re using yaw incorrectly.  The front end lifts during acceleration or dives during braking, the vehicle is yawwing when turning the front end left or right, and roll is the left or right side being higher than the other during a yaw event.","mkhb, using, yaw, incorrectly, front, end, lift, acceleration, dive, braking, vehicle, yawwing, turning, front, end, left, right, roll, left, right, side, higher, yaw, event",Neutral
(Me looking at the other cars plates and seeing he lives in New Jersey,"looking, car, plate, seeing, life, new, jersey",Neutral
Hummmm the door bolt ⚡ guy... They got him from Boeing.,"hummmm, door, bolt, guy, got, boeing",Neutral
"Let's say I buy an EV right now. What does that change?? I am still going to produce CO2 with fast fashion, eating meat and etc.... Car production is a ton (literally) of CO2. What a delusion.","let, say, buy, ev, right, change, still, going, produce, co, fast, fashion, eating, meat, etc, car, production, ton, literally, co, delusion",Neutral
The AMC Pacer is also iconic.,"amc, pacer, also, iconic",Neutral
To me the cybertruck is what the apple airpods were when they first came out,"cybertruck, apple, airpods, first, came",Neutral
Stear by vire already have in BMw F series nothing new,"stear, vire, already, bmw, f, series, nothing, new",Neutral
ioniq 5N bro,"ioniq, n, bro",Neutral
Memecar,memecar,Neutral
”Tesla didnt have to do that” what do u mean by that? Ofc they did to be able to sell this? If they dont wanna be the F150 they gotta do everything diffrently,"tesla, didnt, u, mean, ofc, able, sell, dont, wan, na, f, got, ta, everything, diffrently",Neutral
As iconic as the VW Beetle. The first one. The one designed in 1939.,"iconic, vw, beetle, first, one, one, designed",Neutral
"its not iconic, the Delorien is iconic","iconic, delorien, iconic",Neutral
Still not buying one...i'll get the ioniq 6,"still, buying, oneill, get, ioniq",Neutral
"the ""no its not stock"" flex","stock, flex",Neutral
there is a research about the aerodynamic of trucks and fuel consumption. i wonder how the cybertruck performs?,"research, aerodynamic, truck, fuel, consumption, wonder, cybertruck, performs",Neutral
I think getting a thumbs up (or thumbs down) in real life is underrated.,"think, getting, thumb, thumb, real, life, underrated",Neutral
The Cybertruck is the AMC Pacer of 2024.,"cybertruck, amc, pacer",Neutral
- Are you telling me you built a time machine... out of a cybertruck?,"telling, built, time, machine, cybertruck",Neutral
"Nobody:
Marcus: “Does this come in matte black?”","nobody, marcus, come, matte, black",Neutral
"I am getting rust vibes, I don't know why...","getting, rust, vibe, dont, know",Neutral
the most subtle transition scene - truck stuff 10:03,"subtle, transition, scene, truck, stuff",Neutral
kuradi Werbung,"kuradi, werbung",Neutral
For fingerprints on stainless steel... Pledge.,"fingerprint, stainless, steel, pledge",Neutral
"""My child"" I mean my car 😂❤🔥","child, mean, car",Neutral
You should do a collaboration video on car reviews with @Doug Demuro,"collaboration, video, car, review, doug, demuro",Neutral
It's a vehicle for the most devout cult members.,"vehicle, devout, cult, member",Neutral
"*hello*
-hello-
_hello_","hello, hello, hello",Neutral
Deutscher Frisbeesportverband 🫡,"deutscher, frisbeesportverband",Neutral
Give us a rust review.,"give, u, rust, review",Neutral
What about review mi su7?,"review, mi, su",Neutral
I cringed when he said “As a product person”,"cringed, said, product, person",Neutral
"The dragracing stuff, how is it with the battery? How much do you use per run? How long do you have to wait before the next one to prevent overheating, (if you even have to)? In the case you do fast accelerations on the street, do you notice that the battery goes down much faster or not?","dragracing, stuff, battery, much, use, per, run, long, wait, next, one, prevent, overheating, even, case, fast, acceleration, street, notice, battery, go, much, faster",Neutral
"The outro is ""Flo"" by Molife","outro, flo, molife",Neutral
It’s our modern day DeLorean,"modern, day, delorean",Neutral
No talk of crumple zones huh?,"talk, crumple, zone, huh",Neutral
Roll & Pitch :),"roll, pitch",Neutral
17:10 „no it’s not stock“ 🥶,stock,Neutral
"What about crumpling zones, overrated???","crumpling, zone, overrated",Neutral
Is it... rusting ?,rusting,Neutral
too much glazing,"much, glazing",Neutral
6:44 though marq was finna pull out a blicky,"though, marq, finna, pull, blicky",Neutral
Why do you keep sleeping on the Silverado EV?,"keep, sleeping, silverado, ev",Neutral
BYD is coming 4 ya TESLA,"byd, coming, ya, tesla",Neutral
"""Everybody thinks it's ugly as fuck, but I've been staring at it for years and I can't tell anymore. Everybody also thinks it's super expensive. That's a good thing, right?""","everybody, think, ugly, fuck, ive, staring, year, cant, tell, anymore, everybody, also, think, super, expensive, thats, good, thing, right",Neutral
"I'd say also mass produced products can be iconic. A VW Beetle is iconic, many Apple products could be considered iconic.
Some of the Dieter Rams Braun products, etc.","id, say, also, mass, produced, product, iconic, vw, beetle, iconic, many, apple, product, could, considered, iconic, dieter, ram, braun, product, etc",Neutral
MKBHD vs MKBSD,"mkbhd, v, mkbsd",Neutral
Iconic to hype beasts,"iconic, hype, beast",Neutral
World class review,"world, class, review",Neutral
I bet the biker that gave the thumbs down was a Harley driver.,"bet, biker, gave, thumb, harley, driver",Neutral
MRquis from showtime auto..,"mrquis, showtime, auto",Neutral
"In the infiniti q50 ""steer by wire"" was made 10 years ago","infiniti, q, steer, wire, made, year, ago",Neutral
“My child” i mean my car🤣🤣🤣,"child, mean, car",Neutral
You are so disapointing Marques 😢,"disapointing, marque",Neutral
IT is just new and shiney...,"new, shiney",Neutral
"Its the  ""Multipla"" of trucks","multipla, truck",Neutral
"Damn. I said this on your podcast video. I've been selected to pick up my reservation but I don't want it anymore. I would have liked to just sell it, but that seems to be a big nono.","damn, said, podcast, video, ive, selected, pick, reservation, dont, want, anymore, would, liked, sell, seems, big, nono",Neutral
Replace all panels with carbon fiber.,"replace, panel, carbon, fiber",Neutral
Iconic for rusting,"iconic, rusting",Neutral
MKBHD Quality ❤,"mkbhd, quality",Neutral
where is your april 1st video?,"april, st, video",Neutral
Not by a long shot,"long, shot",Neutral
Me with steer by wire in a car a decade older,"steer, wire, car, decade, older",Neutral
Reckon you should fly to China and review the new Xiaomi su7 ... This car is the one to look out for..😮,"reckon, fly, china, review, new, xiaomi, su, car, one, look, for",Neutral
Side mirrors still seem out of place 😢,"side, mirror, still, seem, place",Neutral
do you employ script writers.........I think you should,"employ, script, writersi, think",Neutral
"none of the footage made on the road seems reals, the car looks so different i can't wrap my mind around the fact it is an actual fully functional vehicle","none, footage, made, road, seems, real, car, look, different, cant, wrap, mind, around, fact, actual, fully, functional, vehicle",Neutral
"We need to see how it handles the moose test, with that steer by wire system","need, see, handle, moose, test, steer, wire, system",Neutral
"Bro, is it possible see an MKBHD PLAUD Note review?","bro, possible, see, mkbhd, plaud, note, review",Neutral
The thumb showing Marques in the blindspot of a hulking steel knife on wheels is NOT iconic.,"thumb, showing, marque, blindspot, hulking, steel, knife, wheel, iconic",Neutral
This thing has that predator vibe... Lions still have that revere even in their nimbers,"thing, predator, vibe, lion, still, revere, even, nimbers",Neutral
90k$ and already rusting  ( ͡° ͜ʖ ͡°),"k, already, rusting",Neutral
"First thing I think of is Apple's AirPods. At first, it was kinda unconventional and people didn't know if they should love it or hate it, but then it became everyone's go-to and every company did the same thing, nowadays, its normal to see and doesn't feel weird. Same with the PS5, at first it looked foreign and unique, now it is iconic and something everyone has that set the bars very high for the industry.","first, thing, think, apple, airpods, first, kinda, unconventional, people, didnt, know, love, hate, became, everyones, goto, every, company, thing, nowadays, normal, see, doesnt, feel, weird, p, first, looked, foreign, unique, iconic, something, everyone, set, bar, high, industry",Neutral
Is that a world record time?,"world, record, time",Neutral
Tesla's hype will soon be over with BYD entering the game in the US market.,"tesla, hype, soon, byd, entering, game, u, market",Neutral
"The back and forth transitions (indoor space → in vehicle → lot)

So smooth","back, forth, transition, indoor, space, vehicle, lot, smooth",Neutral
Xiaomi SU7 review,"xiaomi, su, review",Neutral
Does the steer by wire with the variable ratio make the cyber truck impossible to flip on a flat road?,"steer, wire, variable, ratio, make, cyber, truck, impossible, flip, flat, road",Neutral
VW Bug,"vw, bug",Neutral
Xiaomi SU7 review next????,"xiaomi, su, review, next",Neutral
Chinese evs are miles ahead,"chinese, ev, mile, ahead",Neutral
"Jesus dude, it was not a panel gap.  You really are not paying attention.","jesus, dude, panel, gap, really, paying, attention",Neutral
"“….yea, I’m not gonna test that “ 😂😂😂","yea, gon, na, test",Neutral
VW Beatles is iconic throughout the generations,"vw, beatles, iconic, throughout, generation",Neutral
"20:58 'Yaw' is pivoting left and right, not up and down. That's 'pitch'. 'Pitch' is the nose moving up and down (x-axis); 'Roll' is the nose tilting or banking left and right (z-axis); 'Yaw' is the nose pivoting or swiveling left and right (y-axis). (All assuming you're viewing a vehicle from the back end and is facing away from you and you're using a 3-dimensional grid).","yaw, pivoting, left, right, thats, pitch, pitch, nose, moving, xaxis, roll, nose, tilting, banking, left, right, zaxis, yaw, nose, pivoting, swiveling, left, right, yaxis, assuming, youre, viewing, vehicle, back, end, facing, away, youre, using, dimensional, grid",Neutral
30 minutes and no mention to the rusting materials. That’s iconic,"minute, mention, rusting, material, iconic",Neutral
I prefer a Cadillac Escalade..,"prefer, cadillac, escalade",Neutral
It's because the internet is not the real world.,"internet, real, world",Neutral
CyberVomit,cybervomit,Neutral
Is this a sponsored video? ...,"sponsored, video",Neutral
"If your shirt gets snagged on the corner piece of metal, would it make it stick out?","shirt, get, snagged, corner, piece, metal, would, make, stick",Neutral
Saw one in person for the first time a couple weeks ago on a small highway road. Completely took me off guard 😅,"saw, one, person, first, time, couple, week, ago, small, highway, road, completely, took, guard",Neutral
Justin Bieber own one of the Cybertrucks,"justin, bieber, one, cybertrucks",Neutral
He said the porsche wasn't stock?,"said, porsche, wasnt, stock",Neutral
he only drive hellcat,"drive, hellcat",Neutral
How long are you going to milk this content?,"long, going, milk, content",Neutral
I saw this yesterday,"saw, yesterday",Neutral
America and Canada will see the cyber truck and the rest of the world not,"america, canada, see, cyber, truck, rest, world",Neutral
"Load Tesla Stocks, selling at discount right now","load, tesla, stock, selling, discount, right",Neutral
Bruv where is your darn RED,"bruv, darn, red",Neutral
0-60 in what full tank will catch ya,"full, tank, catch, ya",Neutral
The only thing iconic about the cyber truck is your review,"thing, iconic, cyber, truck, review",Neutral
"When Marques said ""my child"" it was showing Miles and I thought he was talking about him 😂","marque, said, child, showing, mile, thought, talking",Neutral
almost half an hour attempting to twist into a pretzel in the hope of gaslighting himself out of the glaring buyer's regret.,"almost, half, hour, attempting, twist, pretzel, hope, gaslighting, glaring, buyer, regret",Neutral
Elon actually said the Cybertruck can beat a 911 in a quarter mile while towing a 911,"elon, actually, said, cybertruck, beat, quarter, mile, towing",Neutral
Marques taking tips from @engineeringexplained,"marque, taking, tip, engineeringexplained",Neutral
"Turbo S twice the price of a Cyberbeast, Carrera T starts around the price of a foundation series Cyberbeast (so a Cyberbeast with 20k markup, and does 12.2s 1/4 mile...","turbo, twice, price, cyberbeast, carrera, start, around, price, foundation, series, cyberbeast, cyberbeast, k, markup, mile",Neutral
I think it’s larger than a model because they are all iconic in one way or another.  What’s iconic is the Tesla brand.,"think, larger, model, iconic, one, way, another, iconic, tesla, brand",Neutral
The Cybertruck is as iconic as the PT Cruiser.,"cybertruck, iconic, pt, cruiser",Neutral
If you understood anything about product design and you would know that rarity has got nothing to do with being iconic or not what a baseless on educated deeply flawed observation based on nearly ego rather than a genuine research into the subject,"understood, anything, product, design, would, know, rarity, got, nothing, iconic, baseless, educated, deeply, flawed, observation, based, nearly, ego, rather, genuine, research, subject",Neutral
Hey Marques! Where’s your 911 review? Waiting for that,"hey, marque, review, waiting",Neutral
"What's the cyber beast that he mentioned, is that a different model or something?","whats, cyber, beast, mentioned, different, model, something",Neutral
"overpriced. this thing was supposed to be $49,900","overpriced, thing, supposed",Neutral
Tesla cyber truck review: Already trash?,"tesla, cyber, truck, review, already, trash",Neutral
Marmite vehicle,"marmite, vehicle",Neutral
"I saw one Friday afternoon. It is even more hideous than a Rivian, which was the most unsightly thing on wheels since Lyndon Johnson rode in a parade in a '58 Edsel convertible.","saw, one, friday, afternoon, even, hideous, rivian, unsightly, thing, wheel, since, lyndon, johnson, rode, parade, edsel, convertible",Neutral
I mean if you mean iconic in the same way a Pontiac Aztec is iconic then maybe?,"mean, mean, iconic, way, pontiac, aztec, iconic, maybe",Neutral
"This is as close to the ""Batmobile"" as I'm ever going to get....I'LL TAKE IT!!!","close, batmobile, im, ever, going, getill, take",Neutral
They see me B ROLLin',"see, b, rollin",Neutral
Get a Matte Black Wrap on THISSSS!!,"get, matte, black, wrap, thissss",Neutral
Thy should have named it the Incel Camino.,"thy, named, incel, camino",Neutral
Review the new Xiaomi Su7,"review, new, xiaomi, su",Neutral
It’s an icon of absurdity. I wrote this using Starlink while holding my not-a-flamethrower.,"icon, absurdity, wrote, using, starlink, holding, notaflamethrower",Neutral
3:30 What price would people have guessed if you first told them it accelerates faster than a corvette. That would add up more.,"price, would, people, guessed, first, told, accelerates, faster, corvette, would, add",Neutral
"What is the deal with zoomers overusing the word ""iconic""?","deal, zoomers, overusing, word, iconic",Neutral
Bahahahah😂😂😂 wait till it rusts,"bahahahah, wait, till, rust",Neutral
Miles V Marques whaaaat,"mile, v, marque, whaaaat",Neutral
Lexus has had the steer by wire on some vehicles for a year or two now,"lexus, steer, wire, vehicle, year, two",Neutral
Thatll go away,"thatll, go, away",Neutral
Imagine how much it would cost to get Brownlee to give such a lick spittle polish to your product.,"imagine, much, would, cost, get, brownlee, give, lick, spittle, polish, product",Neutral
Nissan has never made a race car.,"nissan, never, made, race, car",Neutral
"marques, it was obviously not a panel gap from the beginning. i don't know why you called it that.  the door was obviously not shutting all the way.","marque, obviously, panel, gap, beginning, dont, know, called, door, obviously, shutting, way",Neutral
"Elon has left his mark, people should catch up","elon, left, mark, people, catch",Neutral
Minecraft started coming to life,"minecraft, started, coming, life",Neutral
Looks lit AF if you see it in person,"look, lit, af, see, person",Neutral
"I wonder how many Tesla shares does this guy have. Constantly makes Tesla vides to make them look good, and any other EVs are titled ""Worst Car Ever""","wonder, many, tesla, share, guy, constantly, make, tesla, vides, make, look, good, ev, titled, worst, car, ever",Neutral
Did you get paid by Tesla for this?,"get, paid, tesla",Neutral
PT Cruisers are iconic.,"pt, cruiser, iconic",Neutral
Imagine getting t-boned by this on route 80. I don’t get how this thing is regulation.,"imagine, getting, tboned, route, get, thing, regulation",Neutral
Are you gonna get it a D-brand skin?,"gon, na, get, dbrand, skin",Neutral
"This truck, in Italy, especially in Rome... It won't move an inch.","truck, italy, especially, rome, wont, move, inch",Neutral
Are you getting paid for each mention of the product name? This could be a drinking game for every time you say Cybertruck.,"getting, paid, mention, product, name, could, drinking, game, every, time, say, cybertruck",Neutral
