Legit a trainwreck of a vehicle
"The cybertruck has deeply concerning flaws, I was hoping for an objective review and this was not that. I’m disappointed."
"Stop doing business with Tesla until Musks apologizes, or be a hyprocrite and a tool."
I just believe everyone watches your channel so I would be shock that they didn't know about this truck 😂
It’s a mistake to conflate some missing options like tires and software features when only the first few thousand are being made with somehow this being a choice that Tesla is going to impose on all 2mm preorders as if it will stay this way. These options will come for sure.
keen to see what the narrative will be in 5 years. awesome content
"Just unsubbed from this tool. ""Dbrand, mad a bad joke...."" meanwhile ""tesla gobble gobble"""
Expensive but usless possession.
"It is, without doubt, an eye-catcher. Taste is very subjective, so whether I feel it looks ugly is irrelevant. The thing that gets me is that stainless steel body which isn't stainless. Bird shit, road salt etc. all have to be removed immediately, otherwise you'll have permanent stains on the metal surface. The interior is simply boring. Minimalism in it's most extreme sense. My opinion on Musk as a conspiracy theorist is also irrelevant."
"That’s funny, Marcus it’s like you’re describing Matt Ralph’s chin.
Oh my god that takes me back when I was 18 years old and purchased a brand new 2003 Chrysler PT Cruiser in Inferno red metallic with a five speed manual and all disc brakes.  Everything you’re describing about the cyber truck was reaction. I was receiving with this Chrysler PT Cruiser other people loved it or hated it. That same summer I drove my grandmother and grandfather back to Chihuahua México in order to pick up my grandmother‘s diabetes prescription. I wish I had a dash cam too show the amount of attention we received in Chihuahua Mexico. Obviously the PT cruiser ended up as a design exercise for Chrysler at the time and now no one cares about this little vehicle. But at the time we felt like celebrities driving this unique vehicle in the early 2000s."
"""Iconic""... I guess that's one way you can put it...  an iconic pile of"
"😂 My favorite reaction is ""Intro timestamp 0:36""  The facial expressions as the child was putting on jacket."
"....Driving efficiency. Which, thanks to the aerodynamics of a  refrigerator, is not great.😂😂😂"
"So he'll justify this piece of extortionist junk but then throws a tantrum about a mean Tweet by DBrand.
I guess ethics are totally dependent on whether you get a free car at the end of it, huh?"
Modern cars are generally designed to have crumple zones in case of a high impact accident. Something tells me the cyber the truck was neither engineered with that particular safety feature in mind..
It's tough to watch complementary reviews on Tesla and Rivian that obviously have flaws after he trashed Fisker.
"It's not a truck, but I think a better example of an iconic mass produced vehicle is an Airstream. Originally built in the 1930’s, the design has changed very little, they still turn heads, people stop and comment, and I've never heard of anyone disliking them so much, they give them a thumbs down."
The fastest Mars rover.
"The vehicle is completely ""un""engineered from being convenient, to trendy. A horrible vehicle design."
REALLY NICE CAR
I wonder if marques will ever review neurlink
@mkbhd where is your mic? It sounds like you are speaking right into a studio mic but I don’t see any mic on your body
Someone parked their cyber truck next to a restaurant I was at last weekend and it took like 10 min for someone passing by to write “I ❤ BIG DICKS” in the dust on the back of it
Very Good Job 👏
Disclose when doing paid promo please.
It’s iconic ? Was the Pontiac Aztek also iconic?
"As I immerse myself in storytelling and video creativity, VideoGPT quietly works its magic, transforming my content into captivating pieces of art."
Half the space in the battery compartment is empty. Why?
I am not a hater but that's a Pedestrian 9000 killer right there. Also if you hit 130km another car god damn it nothing will survive while you can drink and continue driving.
I feel like I can make body parts for the Tesla truck all I need is a sheet metal bender and some measuring tape
Why does this video have like the most crazy camera work and editing and they are just chilling with it
My dream car
"I drive a Model 3 Performance myself, but I'm really glad that cybertrucks are banned in the EU. For all other road users, an accident involving a cybertruck can quickly become fatal. There's a reason why they don't build cars with stainless steel."
It's an ugly design
I'm positive sure these will be collectable for a number of reasons and soon it's a possibility it will stop production in suggest all cyber truck owners hold on to them they will be the next hunmer h1 one sort mistake on design is the missing door handles would have been better if they were hidden or as option just leave it out
"It's hard to say what's the worst thing about them, but EVs are dumber than dirt, and truck EV is even more absurd."
LOL what bunch of BS
What's the crumble zone like in this truck?
"Iconic != unique look. 

Reminds me more of the Chrysler Prowler or the Saturn Sky when I first saw them. Just an interesting looking vehicle that everyone who saw it assumed it was expensive, but I hadn’t thought about in 20 years."
I like the look. Ppl think it's hilarious but I find most cars hilarious..your average car just look like a bun bread. The cyber truck looks clean sleek. Problem is if it's so reflective then it's so bad for road safety. Need to somehow make it more matt I guess. I feel like it'll make a nice camping car. Haha
wish i could afford
By far the ugliest car I've seen in my life
Not mentioning the lack of crumple zone SPECIFICALLY when talking about “the most dangerous part of the Cybertruck” is a bad choice
17:08 my child.... 😅
"Looked into all other trucks… well to all who say that it is a Pedestrian ‘Destroyer and so on and so forward… all trucks are
And since this one isn’t the biggest 🤷‍♂️"
"B Y D :
AMAZING MADE IN CHINA
AMAZING WARREN BUFFET
POWERFULL
HIGH TECH
PRESTIGE
THE BEST"
"NOTHING SPECIAL ..
HUMVEE : MORE BETTER
WRC : MORE BETTER
HYBRID : MORE BETTER
BYD : THE BEST"
One of my main personal reasons for disliking the car is because the design looks immature and I don’t like Elon Musk.
It should be a police car 😂
"Cars already feel hostile. The cybertruck is American automotive hostility refined to a point, literally."
The answer is no
It is iconic like the Ford  Edsel and the Pontiac Aztec
It does look like a refrigerator
The Edsel was iconic too. And Ford Prefect was given his name from Douglas Adams on much the same reason American's laugh at the Edsel.
Iconic like Yeezy's... from stupidly overpriced aftermarket value to everyday and even below retail MSRP value.
I must be the only one who looks at it with abject disgust on my face.
Wooooooooooo weee that Porsche is good looking. Gah damn!
Great content as always M.
I've seen like 3 of these in South Beach. These things are fucking hideous.
"My ultimate issue with the Cybertruck is honestly more of an issue with Tesla and this new wave of ""techie"" vehicles overall: longevity. All the software and touchscreens replacing perfectly functional features (such as doorhandles!) seems to me a hundred more ways a car can break. If I buy a car I hope it will last me at least the better part of a decade. With Teslas, I can't see it lasting more than a few years before they shut down the software, or worse, something breaks and is no longer supported, and then I have to buy a new car again. It's all just a vanity purchase rather than a practical vehicle."
"I love this thing because it’s different. To that point, F150s, RAMs, Silverados and Sierras are god awfully ugly and dated. Some of the trims on those trucks are cool but you’re going to spend high five figures to upwards of 6 figures for those trims."
"The irony of a black man praising a Tesla vehicle. If you know, you know"
"It's brilliant to only give one wheel option, people who like to customize would have bought new wheels anyway, and those who don't, won't Even think about the tires"
u lost it
i love mister Musk's Tesla Cybertruck!    he will change the world!
"in the EU if you want to tow a bit more heavy trailer, you have to pass extra exam... Then, you can connect 3,5t max load trailer to your 3,5t max load ride... Isn't that hilarious?"
I don’t blame the people for recording the cybertruck. If I saw a refrigerator that had wheels I would to.
"Instead of being honest about Cybertruck, Marques is worried about what Lunatic Musk will say about him or it will jeopardize his future with Tesla reviews. Selling your soul to the devil for money. Cybertruck is overhyped, overpriced , under delivered and rushed out the door rust bucket. Don’t forget to kiss Lunatic Musk ass on the way out."
"The VW Beetle, Nissan Skyline,  Mercedes SL are some examples of iconic mass produced cars. So it can happen. 

But the cybertruck will need many more years till there is consensus it's an icon. But for now it looks an iconic design so far. Great vid!"
"I think a vehicle to compare it to when you say ""Iconic"" would be the Hummer. I remember when it first came out it was a big deal, than kinda calmed down over the years. I think the Cybertruck is gonna be very similar."
Car guys are always negative normal people will like it
Cyber truck 🚮
"Yes yes, very visually ""interesting"""
"i mean, it's so ugly you can't look away"
it's ugly asf but i. like it i think
So you’re saying that €60 Mike Tyson can still go toe to toe with a 20 year old boxer he just might not win in the long run but the fact that he’s 60 years old and still can hold his own is impressive
"Thank you so much for sharing much appreciated indeed.

Cybertruck comes to give a boost into a pick up trucks market in reference on style..dynamic..Safety plus the different kind of tech which with the years to come will become even Better….what persons called competition is a just a weak word because no matter what all companies could share with Tesla Cybertruck much more powerful quality on the way…Everyone Could Win…

Walk and Drive in Beauty…."
I think the Cybertruck is something like a G-Wagon. In theory it could go offroad but no one does it. You buy it because its cool.
Think the drone shot on the track was a little high 😅😂
Imagine gaslighting yourself into thinking the Cybertruck is a good looking truck. . .
I can’t believe you still live in Newark NJ area bro.
It's not good looking lol. Don't kid yourself.
Kinda find it ugly but another part of me is waiting for Robocop to exit the vehicle.
aged poorly lol
"bye-bye credibility, how much they pay?"
is this video to also tease your new car studio?
"Fact of the matter is, this is a truck that sucks at towing long range, going off road- basically all the things a truck should do. Oh, and you'll have to wait a long time to get one after paying. Rather get a Ram TRX."
I will help you out.  The cybertruck looks horrible.  Maybe spend some time looking at classic cars from different eras to gain some insight as to how shit it really is.  For a start I suggest looking at the various streamlined cars inspired by the art deco movement.  There are steam locomotives that are 1000 times more aesthetically pleasing than the cybertruck.
Cyber truck definlily overrated cause the marketing 💯🤔👍🤣
"Very thankful, that in Germany it's not allowed. As a pedestrian and bike driver I would feel and probably be even more unsecure than next to a classical medium sized SUV..."
Seems like synonymous is a better word
Waiting for someone to put refrigerator magnets on it!
Didja see the video of someone smash and grabbing a Cybertruck?  Dude couldn’t cut thru the glass. Cybertruck is smash/grab proof.
🤔Hummmmm…Toyota did a the iconic look already… with the 1984 Toyota Previa…my grandfather bought the very first model…and…I remember back then…we were always stopped by police…just for them…to ask about the van…because…it was a shape and look…at the time…that no one has very seen…😅
"Bullet proof UNDER RATES, you need to live in hail country my family lost 3 cars in one day AND we feel like we are rolling the dice each summer"
"In a few years, these refrigerators are likely to become e-waste after the initial novelty fades and the social media algorithm shifts to the next product.  It's too early to call this iconic..."
"another one who thinks that drag races  matters  in cars, lap times does."
wrap the cyber truck
Beautiful Video- we get ours in a week. How have you been keeping yours clean?  Im OCD with fingerprints!!
Hot take: F150 sucks for towing too. That’s why you see F250s pulling most stuff.
"This is cancer, bro. Big SUVs should be banned in cities, no question about it"
I saw one yesterday. Its the lowest polly 3 ton killing machine i have ever seen
It’s just spectacle like an accident on the side of the road or a giant puppet
Love to PT Cruiser analogy
Damn this guy makes nice videos. Huge fan from South Africa 🇿🇦
"this car should be cheaper than prius.  look at these cheapeast materials. cheapest plastic on bumpers, sheets of aluminium , look at the lack of complexity of stop lights; they are just the cheapest components from chinese market. there is literally nothing is the interior. and they trying to pump hype into it and sell it for premium price. I imagine a german car designer looking at this garbage"
"The best way to clean stainless steel,.... ZERO WATER,... it's the minerals that make stainless steel look ""fingerprenty"",... use ZERO WATER,... work great on a stainless steel fridge as well."
Iconic? Sure. Dont think you'll like what it's iconic of.
"I've had an F-250, F-350 and currently looking forward to getting rid of my F-450 for the CT. EVs are not bad at towing, their basic higher efficiency just makes it look that way."
"Does steer by wire impact the need to get an alignment? Or how does, or does not this impact the cybertruck getting out of alignment"
Iconic for 5 minutes. Then erosion sets in.
"Iconic looking??? 
Ironic looking more like it."
"ICONIC. No, I don't think it's going to take the same path as the PT Cruiser. The difference is that the PT Cruiser was actually a piece of junk, sharing the same platform as the Neon. The Cybertruck is not."
I am disappointed with this biased video
You're saying dumptruck like it's a bad thing.
I’ve seen 3 of these in the last week did they just sell a bunch of these cause I feel like that’s not normal 😂
"I love how all the Cybertruck reviews dance around the fact that it sucks at being a ""truck"" doing actual truck things."
"pt cruiser is the ugliest ""car"" on the planet(along with pontiac aztec)...The comparison here with Tesla as iconic and pt cruiser is a little stupid..."
"Sounds like the same pain owners of super cars have, where people drive recklessly on highways just to ""video"" your car"
"Love the ""Deutscher Frisbeesport-Verband e.V."" Jersey"
"I love this video, really high quality, good points and feels complete in a way; Only downside is that yes they choose to race it against the ""weakest"" porsche, but also it's the most similar for pricetag to go against, so it doesn't feel that unfair. Of course the fact they beat it only for half race it's a bit of a cheating but yes, it's to make a point, not to assume you should go to track with it"
"That thing looks like an Aliexpress novelty PC case made from recycled scrap metal. Ironically I would bet that it will eventually end up in a Chinese metal and electronics recycling facility. Industrial dishwashers are made from higher grade stainless steel than the body of that truck. Anyone with knowledge of metal compositions can tell you that stainless steel has several grades and anything other than 316 grade stainless steel which is the highest grade, 316 grade stainless steel is actually mandatory grade for work surfaces that must be used for any commercial or industrial kitchens in many regions, since it doesn't corrode or rust so it can be used for food prep and not become rusty when exposed to salt and water which are the most common kitchen ingredients but also what will make exposed steel or cheap stainless steel to rust. The cybertruck body is made from 300 grade stainless, which will definitely rust when driven in the rust belt during the winter, especially if taken on salted highways in the winter. The choice to use 300 grade stainless maybe because of cost or weight, but the same process is used to fabricate and cut panels to shape 300 grade stainless and it wouldnt be any more difficult to create the body from 316 stainless steel which is actually rust resistant, also easier to clean, and 300 grade stainless is only slightly more durable than just a standard sheet metal. I have a garbage can thats made of higher grade stainless steel than the Cybertruck."
"i feel like tesla's ""minimalism"" is not just a design decision but a way to maximise their revenue."
"My God when he pulled out the Porsche, which I was thinking he was going to do, I said to myself: 
""This guy is the best youtuber in history"""
Can it handle the speed while taking hard turns? Like how well can it do on a track with turns?
"17:12 now go to a track, not a drag line - that’s where Porsche will beat it twice the time😂"
"Oh this car will be iconic alright, by being the carmageddon embodiment of american psychosis"
This is one of the best videos you have ever done dude. Wonderfully executed
Low budget for a high price.  Prone to rust.
"That's not a truck. That's a bastardization of a useful vehicle. As with all Teslas, the powertrain and battery are top of the line. But the cabin and exterior are Fisher-Price potato chip quality garbage. It's a modern day DeLorean. And it's Tesla's first version of a vehicle that will eventually go out of style. ""Cyber"" is already out of style. Tesla is doing the same thing GM does with it's own brands that have died Pontiac, Buick, Oldsmobile, Saturn, Hummer, Geo, etc. Tesla will have to discontinue the CT when people stop buying it. It took Tesla WAY TOO long to come to market after it's announcement."
Great evaluation!!
"17:08 “my child” got me…must be nice my guy, hopefully I’ll have a child like that one day! 😂"
This video is proof having a channel makes you just as smart as someone who would spend $100k on a rusting garbage truck.
Ugliest most over priced useless vehicle ever.
"I think we need more tech like the cybertruck, or even ideas like it. Dare to do things radically different come what may."
Watching this so I can compare it to whistling diesel’s review
"I just really hope that if this thing comes the the EU, it wont start a truck culture here, we dont loke trucks at the moment and thats a good thing, makes our roads safer, but frankly, I dont want the cybertruck to even come here at all"
"am i the only one who notice that someone writes ""CT1"" on the window????"
I wonder how many times he was pulled over lol
"It was a similar feeling when the 3/Y were released.
You saw one and you were thought ""OMG it's the new Tesla""
Now you might see it and think ""it's a Tesla"" but it's less of a wow"" and more of a ""that's cool"""
"Great review super well put together, your team and you constantly keep striving for bette, here for it!"
no
I think it really looks cool
"Iconic is such an overused term these days, half of Huckberry’s inventory is “iconic”."
Ummmmm the PT Cruiser didn’t have over 500 HP and go 0-60 in 3 seconds.
Are you F’ing kidding me?! Tesla creates a truck that accelerates faster than most half a million dollar super cars built for racing and you’re calling the performance of this thing overrated? I’d hate to be in a relationship with you. Impossible to impress apparently.
Why I feel I have watched this video like long time ago already
"How do you not comment on interior quality, ride quality, viewing angles etc when reviewing this car though?"
taking the CT into JC is crazy lmaoo
WADE MODE IS crazy!!!!
Dont they run their wiring in a series?
fun fact the infinite q50 and q 60 have steer by wire
"16:20 Is the Cybertruck limited at top speed by software? What does the Cybertruck torque curve look like compared to the 911? 17:05 ""...electronically limited top speed..."". Where did it hit that limit. One reason electric motors don't need gears is because of their torque curve. ICE needs gears to ""get out of the hole"" (i.e. to get started). They have little low-end torque."
"12:00 The percentage of commercial and industrial trucks used for hauling has to be near 100%. Try  to find one without a hitch. That goes for the yard guys all over the place pulling their mower trailer, and the ones that need it just occasionally to pull a load of lumber, drywall, rental equipment, etc. Also, these would likely not be bothered too much by range. They're seldom going more than 100 miles per day. Hauling is a non-issue... unless you're in the FUD business."
"10:40 Headlights are problematic in snow. The snow packs over them and they're not heated. Ask anyone who has driven one in a blizzard. You ""have"" to get out and clean them off periodically."
"6:30 Stainless steel is not only overrated, it's undesirable (because of weight). I would have favored aluminum sheet (even if a little thicker) than stainless sheet. I expect in the future the stainless will be abandoned... and the styling changes aluminum will offer will be leveraged."
"5:40 At high speeds the steering actually ""crabs"" when changing lanes. The back wheels and front wheels turn the same amount in the same direction."
The most dangeroues thing is that you were paid to make this video u shill 😂😂😂😂
EV tires are special built and they're twice as expensive as regular tires but last half as long. I hope EV buyer keep that in mind.
cherry picking at play
Cyberjunk.
"People love toys, and this is a toy. Let's see how long it takes for the kids to get bored with this one. (from a Tesla owner)"
Robo- Cop's car.
Ok now i think the social problem you mentioned it happening because a celeb youtuber is inside the car lol
totally would rock it only cuz it looks cool!
"Currently 18 with a 6 figure net worth, hopefully within a few years I can afford a cybertruck"
"Is it a paid promo?
The amount of effort Marques put on this video is out of the world.
He tried hard not to contradict much with original thoughts on the previous video and still sound to be an ad for the Truck.
He didnt mention a single negative without trying to sound it as a positive. (Including the price,boollet proof, performance etc.)
He didn't even review the truck apart from hand picking few positives and white washing the negatives he said last time.
This video is not in his AF channel but his main channel for much much bigger audience."
13:20 how is that fine? are americans this obsessed with driving killing machines?
Driving a Porsche on a drag strip is such an american thing to do !  Porsche belongs to a proper race track with turns - and Nordschleife is it's home ground. What a waste of a perfectly good Porsche ;-)
Actually REE has been producing the steer by wire truck chasis for a while. But is going for a different market.
"I think it is stupid, because the stainless steel is going to mark and rust, the tray is too small to be useful. All the other features are cool."
"Thanks for the great insights @mkbhd it was well informative and you are truly the best Point, Blank, Period! ❤"
The most genius aspect of the cybertruck bodywork is that Tesla has convinced the world that no design is the best and coolest design. Way easier for production and cost purposes. Tesla is saving a ton of money on stamping out these boring shapeless body panels.
"Sorry buddy, can't hear ya behind all those chromatic aberrations."
Iconic fail
@20:30 drag coefficient is actually a solid 0.34 compared to mid .4s for the average pickup.
9:50 So you're a beta... Tester 😂
Well made🎉
Simp...
"I'm disappointed. I've lost so must trust in mkbhd and this video is the perfect example of why. It feels so disconnected, and soft on serious life-threatening issues that plague this car. What other issues have you glossed over, minimized, or covered up in your other videos about phones I might have actually wanted to buy?"
"OK, that opening, graphic, sequences, boss!"
plz do a poco x6 pro reveiw
"I saw a red cybertruck on the highway, and yeah, it was a site to see."
One can usually tell when someone is sitting between two cars no matter the size of the portion visible. At 23:40 (ICONIC) its like you are sitting between two pieces of furniture 🤣
This is a joke! It's not a truck.
thank you for the shoutout to engineering explained
Can you make a video on the Zune 30GB?
"If you liked the rear view of the Pontiac Aztek, you'll love the rear view of the Cybertruck."
"When he said “don’t go getting any ideas it’s invincible…” I halfway expected the title card to pop up.
Iykyk"
Yeah I was wondering about the DAC and AMP quality that is built in to this truck and what's the speakers type and quality and resistance in ohms? And is it a surround system or just stereo?
This thing is not bulletproof.
tesls after 5 years of mewing
"Love your videos, “keeping it real”!"
Welcome to things i cant afford but still watch
@6:39 😳 I was ready for him to pull a 9mm out🎯
VW Beetle is also another iconic mass-produced vehicle I would say.
You're brilliant man!
Hey I've always wondered if Best Buy's open box items are worth it or reliable. What are your thoughts on them?
"While I don’t like the cybertruck, however I think you did a fair job with this video. 👍"
"Fun fact, the supposed 6 wheeled version was partly intended to be an APC that could  be offered to militaries."
Top half looks a bit a Lamorgina Countach
"Franz Von Holzhausen once again proving he's a terrible designer. None of his vehicles look exceptional for the price, the roadster is very difficult to screw up but very generic.  He's basically a Mazda guy who lucked out and got in early with Tesla."
Did the fender dent when you hit it with the sledgehammer?
"I'm not a Tesla fan at all, mainly because i don't really like the design of any of their cars (don't particularly like Musk, either). However, i do think the designer(s) of this hulking piece of metal have been very lazy. It's like they've just binge-watched hours of Robocop-type shows and come up with this. The 6000 SUX is something i vaguely remember."
That truck is utter trash the design is so horrible on original just something out a 1984 sci-fi movie. It’s brand new and already looks outdated 😂
"VW Beatle is iconic, and that one is/was very common."
"i can listen you all day Marquees

great video as always"
Marques should matte black wrap his cybertruck
"I don't know about you guys in the US but here in Europe this thing won't even be sold (which I don't really care about - most cities are too narrow for trucks anyways) because of safety regulations, especially for pedestrians. Is that a concern for you?"
"i think the reason people think it's more expensive is because it looks like a dumb modern art project, and dumb modern art projects are overly expensive"
"So what I’m hearing is, the Cybertruck is the ultimate pavement princess."
its a combination of iron man and halo 3 warthog
"Lol, 80-20 happy to angry ratio, my ass. This car is a midlife crisis mobile for people who are desperate for attention. 

A lot of people are making pictures of it, just like they would gather at an accident to gawk at the carnage."
"Whoever did that intro graphic, you KILLED it"
yo
May be I take Rivan!
"This video is ICONIC. Fire man, as always."
I'm waiting to see what you want to say about iphone se4 and pixel 8a 🤔
"Well, Air Jordans are still inconic and everyone wears them. I don’t think the rarity will matter. This is a revolutionary design."
"This is an unexpectedly positive review with very few mentions of any criticisms other reviews have been levying at the car. Where’s the discussion on the safety of this car, both for the driver and for others on the road? Or the build of materials degrading after only 500 miles for many drivers? Or why are so many passes given for unfinished features for this practically six figure vehicle? It’s a very well produced video but it doesn’t really feel like a review at all."
People who don't like your truck are less likely to go up to you and tell you. Kyle from Out of Spec channel tried to make the same point as you but off screen his girlfriend broke in and told him about how much more often she heard people complaining about the truck because they didn't know she was with Kyle.
15:44 you played for Germany?:) greetings from Stuttgart ✌🏻
"Iconic??? The Lo-Res car, and the process that led to it, was/is iconic! The Lo-Res pickup truck is just an embarrassing imitation!!"
Thank for your video.
"Hay Marques, can you make an in-depth review of the new Xiaomi 14. Think it's a killer phone for the price !"
A 3000kg Beta test? Sounds safe
"Am I wrong in thinking the only reason the steel is ""safe"" is because it weighs 3 tons? If it gets hit by another 3 ton vehicle, whoever is inside is going to get rocked. Why have we allowed this trend in vehicles?"
Marques... Bro... This is the third video on this and you try so hard to mitigate how much of a shit show this car is... You sure you're not being paid
already ironic
Just as well it's not coming to the UK - people wouldn't be able to stop laughing - not good when we're supposed to be concentrating on all those pot holes that we're trying to avoid.
"Lmao, this review is a joke. Then again, what to expect from this guy?"
Jeep Wrangler...  Iconic.  911  Iconic.   VW Beetle..   Iconic. Miata   Iconic. -
"Saw a video shoot .45 rounds into it 
Looks pretty tough"
Really thought for a second that he is going to pull out a Gun 6:45
"Yeah, but Countach is beautiful; Cybertruck and  Veryron are weird looking."
we for real dumb
First 30 seconds of talking was crap. The car is a junkheap pushed by a man with the mentality of a 10 year old and a very bad drug habit. This thing rusts like mad and is very poorly designed. It is NOT iconic.
"It’s big, ugly and apparently really unsafe, not sure why anyone would want to buy one of these."
Bulletproof stainless steel and reinforced glass when you see the roadragers starting shooting at you 😅...definitely underrated!
It looks like something a child doodles bruh
people who don't like this truck don't want to come up and talk to you.
The word iconic has become meaningless.
"Sorry but this truck is seriously ugly, not to mention dangerous.."
It's the face mask of the iron man. It is a crap car.
"Tesla understands social media marketing. They could have made a completely fair, honest, reasonable video about how quick the cybertruck is, and it would have gotten no attention. Instead, they made a video that was intentionally misleading but still impressive, and now it's being replayed to massive audiences in reviews all over social media, for free."
Has anyone been carjacked in one of these yet?
No infinite q50 was first to do it with wire steering
This is not a review. This is an ad. How is visibility? Range? How long is the tray? You didnt mention a single negative without trying to spin it as a positive?
"12:04 short list of trucks for towing, none of them are electric"" according to Rivian and Ford both the RT1 and Lightening can tow, i didn't check the Hummer or Wrangler if you want to consider those electric trucks but would be surprised if they had 0 towing capacity."
"I think I was just tricked into watching a twenty-eight minute long Cybertruck commercial. 
I feel cybercukt."
"This is the best MKBHD video I’ve ever seen. Forget the fact that it’s about the cyber truck I’m talking about the writing, cinematography, the editing, and those transitions 👌🏻

The crew at the studio absolutely killed it!

I want to see more videos like this. I loved all the walking and moving camera shots outside. 

I don’t know what you would call this type of video but I think you should do more videos in this style!"
That’s not true. 63% of truck drivers tow their inflated egos on their trucks. 🤷🏽‍♂️
"I’m not hating, but you can see where this truck is sort of like the back to the future car and a few other sci-fi trucks from the 80s"
"Depending on where you live, Teslas are still pretty uncommon. I always notice them on the road because they’re not common and they’re unlikely to ever be unless you live in LA."
I feel your description of “iconic” is the same as what we saw with the Range Rover Evoque. Looked insane and then more and more common until it was a normal car
"If someone hits you, you’ll be fine. I’m not so sure of that. I worry about lack of crumple zones"
Best video of the year
"Looks like what people in the 50's thought we would be driving.

Thankfully they were mostly wrong.

There are ao many cars out there that look ultra modern without looking like a childish fever scream.

Saying that, if its for you, why the hell not!"
The PT cruiser was absolutely beautiful. I wanted my mom to buy one so bad just so she could have one and that I can be driven around in one. It was just so much different then anything else. If the cyber truck turns into another version of that car then Elon did it again.
"Cybertrucks pathway is not to icon, it's to disruption."
An Iconic PoS...
If they could make this car not so unnecessarily dangerous it be a lot more interesting.
people are going to talk to you because you're marques brownlee. you're a rock star.
"The Cybertruck design is FUTURISTIC 🥰
If you are a fan of ""old"" models, the beautiful cybertruck design will most likely cause you rejection. However, people who love new experiences and enjoy modern designs find it beautiful, that is very apart from the fact that it is made bulletproof, that is, it will resist the attacks of criminals who currently work in packs and well armed."
"money talks, dude..."
"Man, these shots (of the truck, while driving) look like the highest end rendering I've ever seen. It's literally crazy ... better than any high end production movie.."
Bullet proof under-rated some of the rock's i get that almost go threw this cheap tin on these truck's.
Can we give the animators a round applause!? stellar work here!
marques not knowing people are laughing at this fucking truck
"repairability 0%, also the sharp edges omg, pop up headlights were banned because of the sharp edges and here tyou have a fcking truck that is literally like a giant geometry square"
it kinda reminds me of geometry dash
Hey i need surgery if you willing to help reply or at least thoughfully pray for me ❤
"Love your reviews.  I've never owned a tesla, have always had trucks and Jeeps.  This is iconic. It feels like a swiss army knife."
"Those people pointing , they were just pointing out all the fingerprints"
"Mrwhosetheboss or Marques Brown, who will test Xiaomi SU 7 first?"
A very ugly product!!!
You can't trust a car review from a biased owner
I have nevera seen a Porsche doing 10.2 wow
"Hey Marques, this same panel gap issue was on my Ford Mustang Mach-E passenger side. Same cause as well, loose door latch on the frame, not torqued completely. Sounds like its not Tesla specific but something that can just happen in the manufacturing of cars during that step."
It's an Iconic joke.... 😁
It looks like crap. There is nothing iconic about it.
i believe lexus put steer by wire on one of their vehicles in 2022
"They forgot that a truck is meant to carry stuff. Not a working tool, just another fad from the raging X man"
I dunno man theres no way you can put this overpriced unused n64 asset in the same breath as actual iconic vehicles. Way too much slobbering on elon's stick shift here & on the channel overall. Unsubbed 🫰
"Saving the planet, one 3 ton car at a time."
"In socal seeing a few a day. It wont ever get the pt cruiser effect. People didnt freak the hell out over the pt they thought it looked a little different. People are crashing to get videos of CT still. Even after initial hype wears off it will be iconic the way porche body shape is, or mini cooper, or vs bus / beetle, it will become one of the new shapes every one knows, and 80% love 20% hate maybe the ratio shifts in time either way, it wont ever be deemed in the same status as a pt any where outside this video and that comment 😂"
"I'll have to say Marques, You did the most classy automobile review ever.The visuals are peak.Hats Off !!"
how much was to shill for this??
Lol didn't the cyberpunk go bankrupt 😅
oh its going to be iconic....for allllll the wrong reasons. lol
"For me there's only one thing that's great about Tesla, their nationwide super charger system. The screen shit inside is too minimal, the interior  is ugly, the build quality is not enough, but most importantly the CEO is a terrible human. Every single positive part of Tesla is overshadowed by him. They need to fire him. I just can't get behind the idea of getting a Tesla. Especially with him involved.

I'm in agreement with the cyclist."
"""...my child..."" had me rolling"
Your child 😅
More ironic than iconic
Much of the criticism of the cybertruck is more political than it is technological.
This video aged badly. So many reviews of actually real world usage of this truck and how cheaply made this thing is and how they lied about the tent that comes with it and how bad quality it is.
The sound of your Porsche on takeoff is incredible
"As the owner of 2 Model X’s who has been very happy with them- and holding a deposit for a Cybertruck- I don’t plan to buy it.  Way too many production flaws and as much as I think it’s cool- and like the stainless look- the rust and fingerprints would drive me nuts. I hope Tesla sells millions of them but for me, no thanks."
Xiaomi 14
"80:20 joy-disgust ratio? Highly doubt it. The majority of those 80% most likely think that the cybertruck driver is a clown. On top of that, there are so many people who know nothing about the car and might seem excited, i wonder what would happen if you would actually tell them what kind of piece of garbage the car is and how dangerous it is? My biggest pet peeve about this video is how you spent the majority of time discussing things that are not important and barely glanced over things that make this car a dangerous, overpriced piece of garbage"
Everyone forgets that Elon just stole Tesla from two other guys who made the company.  And then he makes a nightmare truck that will hurt everyone else in an accident.  Thanks Elon!
Only poor people in YouTube comments complain about CyberTruck
Duh of course people are going to stare at something new or different.
That German person is so lucky to have traded jerseys with Marques! 😮
I think the biggest problem is the CEO of Tesla 🙄
I care about 4Runner much more Apr. 9th 😍
"Super Informative and balanced Marques, I only stumbled across your channel a few months ago it is clear why you are so popular, huge respect and thanks"
"For those who love Tesla miracles, the cryptocurrency $XWG [XWG Coin] is currently going UP and could have LIMITLESS money for all people here RIGHT NOW!"
You’re every videos background music is just amazing combination  ❤
More like Cyberjunk!
Excellent video👍
3:47
