Comment,cleaned_comment,Sentiment
10:30  it sounds quite inside while you are talking to us.,"sound, quite, inside, talking, u",Positive
wrapp it in any color,"wrapp, color",Positive
All Cybertrucks have been recalled btw,"cybertrucks, recalled, btw",Positive
"From a design standpoint, it will never share the same design language as the PT Cruiser because it embodies a stronger sense of modernity. So, what it will become is a benchmark for future design languages that seek to incorporate the Cybertruck's form into new automotive expressions. Will it ultimately achieve this? Who knows—but the design suggests a frontier that could indeed prove successful. Why? Because its design serves as a testament to other carmakers that such innovation is possible, given the positive reception it has received, despite the millions of pre-orders that have yet to be fulfilled.","design, standpoint, never, share, design, language, pt, cruiser, embodies, stronger, sense, modernity, become, benchmark, future, design, language, seek, incorporate, cybertrucks, form, new, automotive, expression, ultimately, achieve, knows, but, design, suggests, frontier, could, indeed, prove, successful, design, serf, testament, carmaker, innovation, possible, given, positive, reception, received, despite, million, preorders, yet, fulfilled",Positive
Man these videos keep getting more beautiful,"man, video, keep, getting, beautiful",Positive
It’s not okay when Fisker releases a car missing features on launch but it’s ICONIC when Tesla does it. Not sure about that one. Cars should all be held at the same standard,"okay, fisker, release, car, missing, feature, launch, iconic, tesla, sure, one, car, held, standard",Positive
"tell me you are an elon fanboy without telling me you are 
an elon fanboy","tell, elon, fanboy, without, telling, elon, fanboy",Positive
I heard it rusts and how was the laughable size of the bed not mentioned?,"heard, rust, laughable, size, bed, mentioned",Positive
"Can i put solar panels on it?
Can I sleep in it? 
Can It drive it self when im sleeping?","put, solar, panel, sleep, drive, self, im, sleeping",Positive
"There are lots of mass produced ""iconic"" cars; 1970 Charger, 93 Supra, Citroen SM, E-Type Jag, Gullwing Mercedes, Ford GT.....
The list is immense & I'm sure you'll agree, those cars lost none of their allure despite copious production runs. Give the truck a chance.","lot, mass, produced, iconic, car, charger, supra, citroen, sm, etype, jag, gullwing, mercedes, ford, gt, list, immense, im, sure, youll, agree, car, lost, none, allure, despite, copious, production, run, give, truck, chance",Positive
I didn't think a vehicle would remind me of my kitchen sink..,"didnt, think, vehicle, would, remind, kitchen, sink",Positive
Maybe people where reacting to you not the truck....,"maybe, people, reacting, truck",Positive
"My very first time watching your channel and can i say , yes imma new fan liker and subscriber, i enjoyed your video, the way you speak, the clearness to really understand all that you say, how informing it was along with the many not expected cool points, the content made me pay my full attention, and just over all straight out liked it, so im here im locked in now and you can say you have a new excited fan here fa more, so thanks , i forgot your name but im sure ill know it in no time...from me thanks ...😊","first, time, watching, channel, say, yes, imma, new, fan, liker, subscriber, enjoyed, video, way, speak, clearness, really, understand, say, informing, along, many, expected, cool, point, content, made, pay, full, attention, straight, liked, im, im, locked, say, new, excited, fan, fa, thanks, forgot, name, im, sure, ill, know, timefrom, thanks",Positive
Thought mah boi was about to pull out the blammer for a sec,"thought, mah, boi, pull, blammer, sec",Positive
it looks like a lowpoly prius lol,"look, like, lowpoly, prius, lol",Positive
How the windows not bulletproof 😂😂😂😂,"window, bulletproof",Positive
"Don't panic people,  Tesla Cyberjunk isn't for everyone it's for the Koolaid drinkers. It'll end up collecting dust on lots  just like all the other overpriced, oversized junk. This vehicle will be another Hummer H1 and will suffer the same fate.","dont, panic, people, tesla, cyberjunk, isnt, everyone, koolaid, drinker, itll, end, collecting, dust, lot, like, overpriced, oversized, junk, vehicle, another, hummer, h, suffer, fate",Positive
"it isn't a truck though. its a giant car.
You can move the contents of a house with a truck; show me you doing that in the cyberCar","isnt, truck, though, giant, car, move, content, house, truck, show, cybercar",Positive
"The Volkswagen Beetle is still iconic... cheapest, mass-produced car ever made... 

Being mass-produced doesn't necessarily deminish its status. 

Specially if its intention wasn't to be some posh toy only for the hyper rich to show off like the Veyron.","volkswagen, beetle, still, iconic, cheapest, massproduced, car, ever, made, massproduced, doesnt, necessarily, deminish, status, specially, intention, wasnt, posh, toy, hyper, rich, show, like, veyron",Positive
Why is it a truck? It looks like a big car,"truck, look, like, big, car",Positive
I thnk it is more unique rather than iconic.,"thnk, unique, rather, iconic",Positive
"it reminds me of interstellar.. I love it, but i'm not gonna get one until most/all of the bugs and issues are fixed on it. And obviously when I get the sort of money for it. I think this style would look awesome on a sport/hyper car tbh","reminds, interstellar, love, im, gon, na, get, one, mostall, bug, issue, fixed, obviously, get, sort, money, think, style, would, look, awesome, sporthyper, car, tbh",Positive
I think Cyber 911 is what happened in Terminator,"think, cyber, happened, terminator",Positive
Be careful when you wash this truck!!!!,"careful, wash, truck",Positive
"Nine One One = ☺
Nine Eleven = 💀","nine, one, one, nine, eleven",Positive
This thing is a beast... Love it.,"thing, beast, love",Positive
"You know who this car is for? Divorced, middle aged men trying to impress their daughters underage best friend. Tbf thats probably the reason the F150 etc. exist as well.","know, car, divorced, middle, aged, men, trying, impress, daughter, underage, best, friend, tbf, thats, probably, reason, f, etc, exist, well",Positive
I’d say it accomplishes its desired design very well but I don’t like the design they picked,"say, accomplishes, desired, design, well, like, design, picked",Positive
"Watching some of your other videos are the whole pin debacle.

This felt like a paid advert in comparison.","watching, video, whole, pin, debacle, felt, like, paid, advert, comparison",Positive
You have a good speech dude! So auditive 🤤,"good, speech, dude, auditive",Positive
"The most iconic part about this car is getting humbled off-road by a little Subaru that costs 1/5 as much. The subaru is safer, too.","iconic, part, car, getting, humbled, offroad, little, subaru, cost, much, subaru, safer",Positive
"The PT Cruiser also retailed for around 25k brand new, I can't see a whole lot of people getting a Cybertruck being as they start at 60k, just sayin'.","pt, cruiser, also, retailed, around, k, brand, new, cant, see, whole, lot, people, getting, cybertruck, start, k, sayin",Positive
"Well this didn’t age well, did it?  🤣","well, age, well",Positive
I am so glad these aren't in Australia yet,"glad, arent, australia, yet",Positive
I think it looks rad.  Esp with the wraps like the Black Wrap is sweeeet!  Straight up cyberpunk.,"think, look, rad, esp, wrap, like, black, wrap, sweeeet, straight, cyberpunk",Positive
"In my opinion I wouldn’t call it a truck. I’d call it an over glamorized hatchback, but I do respect Elon for being unique.","opinion, call, truck, call, glamorized, hatchback, respect, elon, unique",Positive
"""If someone hits you, you'll be fine."" You are just wrong. The energy will not be absorbed by crumple zones as in a normal safe vehicle, so it has to go elsewhere. Namely, your body. Having a seat belt and air bags will help a little but they don't really absorb energy, they redirect it, into you. You won't fly out the windshield but you will be hit by a giant hammer which will snap bone and crush organs.","someone, hit, youll, fine, wrong, energy, absorbed, crumple, zone, normal, safe, vehicle, go, elsewhere, namely, body, seat, belt, air, bag, help, little, dont, really, absorb, energy, redirect, wont, fly, windshield, hit, giant, hammer, snap, bone, crush, organ",Positive
Already a pedestrian slicer.,"already, pedestrian, slicer",Positive
"Dude never seen you before. 
Very objective, friendly and honest.
Good stuff","dude, never, seen, objective, friendly, honest, good, stuff",Positive
it is really iconic like something humanity should never done again.,"really, iconic, like, something, humanity, never, done",Positive
"Best looking vegetable peeler out there

Stainless reputation","best, looking, vegetable, peeler, stainless, reputation",Positive
What an incredible review. Loved the production. Don’t care about the car but still stayed until the end.,"incredible, review, loved, production, care, car, still, stayed, end",Positive
"How's it iconic?? Just looks like some old 1970s design for the future??
Basically trying too hard","hows, iconic, look, like, old, design, future, basically, trying, hard",Positive
Infiniti was shipping cars with steer by wire at least a decade ago,"infiniti, shipping, car, steer, wire, least, decade, ago",Positive
Imagine crashing one into a solid object. 100% of the energy will be transferred directly into the occupant and accelerate through the windscreen. Nobody is talking about the obvious safety issues of using steel body panels. It's not just pedestrians who will suffer more if you hit them. Without crumple zones and deliberately designed energy transferring body panels the Cybertruck stands to act as a death trap for the drivers and passengers inside. It's unbelievable that higher safety standards don't already exist in the USA which would have prevented the current Cybertruck design from ever being allowed on a public road.,"imagine, crashing, one, solid, object, energy, transferred, directly, occupant, accelerate, windscreen, nobody, talking, obvious, safety, issue, using, steel, body, panel, pedestrian, suffer, hit, without, crumple, zone, deliberately, designed, energy, transferring, body, panel, cybertruck, stand, act, death, trap, driver, passenger, inside, unbelievable, higher, safety, standard, dont, already, exist, usa, would, prevented, current, cybertruck, design, ever, allowed, public, road",Positive
The real reason most people buy trucks is to boost their fragile egos and bring a false sense of meaning to their lives. I pitty truck owners.,"real, reason, people, buy, truck, boost, fragile, ego, bring, false, sense, meaning, life, pitty, truck, owner",Positive
oh god... people really do be living in a capitalist hellscape,"oh, god, people, really, living, capitalist, hellscape",Positive
Best video you’ve ever done 👌,"best, video, ever, done",Positive
,,Positive
And best battery ever,"best, battery, ever",Positive
Turdmobile,turdmobile,Positive
Recall,recall,Positive
"4:49 No, Lexus was the first.","lexus, first",Positive
if this looked more like a 73' skyline and was cheaper i would be totally sold. for the aesthetic and for its size,"looked, like, skyline, cheaper, would, totally, sold, aesthetic, size",Positive
Designed by a 7 year old with a ruler and #2 pencil.,"designed, year, old, ruler, pencil",Positive
What about the new water ingress issues with the infotainment system? Maybe an update?,"new, water, ingres, issue, infotainment, system, maybe, update",Positive
"I had a hire car in the USA in 2001, a Pontiac Aztek, and just as many people approached me back then, even shouting ""I love your car!"" at the traffic lights. Everything that is extraordinary (whether new, old, rare or custom) attracts attention. ""'Towing', 'transporting' and 'off-roading' (...)"" - This is a sobering assessment of how useful a car like this really is, which will probably only be used as a means of transport by the millions of pre-orderers. ""And that's ok."" Why criticise when there's actually nothing to criticise? A big truck with a trailer is also not suitable for picking up your child from school or driving to the supermarket to do the shopping, but it's OK! Of course 'freedom' is ok and the fascination of possibilities, but if you also consider other 'iconic' features as a selling point (shockproof, bulletproof), do US-Americans have to survive everywhere like in 'Escape from New York'?! Also no crumple zone - so me first even if I'm at fault in an accident, even then - that can really hurt.
Don't get me wrong, I think it's cool and I'd love to drive and own one, but it's just nonsensical. For at least 99% of buyers, there is no real reason to own this car. Innovation or not. I know it's difficult to communicate this to US-Americans...","hire, car, usa, pontiac, aztek, many, people, approached, back, even, shouting, love, car, traffic, light, everything, extraordinary, whether, new, old, rare, custom, attracts, attention, towing, transporting, offroading, sobering, assessment, useful, car, like, really, probably, used, mean, transport, million, preorderers, thats, ok, criticise, there, actually, nothing, criticise, big, truck, trailer, also, suitable, picking, child, school, driving, supermarket, shopping, ok, course, freedom, ok, fascination, possibility, also, consider, iconic, feature, selling, point, shockproof, bulletproof, usamericans, survive, everywhere, like, escape, new, york, also, crumple, zone, first, even, im, fault, accident, even, really, hurt, dont, get, wrong, think, cool, id, love, drive, one, nonsensical, least, buyer, real, reason, car, innovation, know, difficult, communicate, usamericans",Positive
If you bought a cybertruck and wrapped it in vinyl to promote your brand that would be some relatively cheap and effective marketing. I live in LA and I've had maybe half a dozen sightings over the last couple months but nobody has thought of that??,"bought, cybertruck, wrapped, vinyl, promote, brand, would, relatively, cheap, effective, marketing, live, la, ive, maybe, half, dozen, sighting, last, couple, month, nobody, thought",Positive
For we in Europe will be really rare for a long time! (They don’t sell it here),"europe, really, rare, long, time, sell",Positive
"Electric trucks are great at towing, just not over long distances.  In town, they're excellent.","electric, truck, great, towing, long, distance, town, theyre, excellent",Positive
"A none Stck Porsche vs a Restricted Cyber Truck ..these results could be different ,lol.","none, stck, porsche, v, restricted, cyber, truck, result, could, different, lol",Positive
DID ANYONE AOTICE THAT AT THE FRONT THERE IS NO LICENSE PLATE??? LIKE COMON YOURE DRIVING A HIGHWAY,"anyone, aotice, front, license, plate, like, comon, youre, driving, highway",Positive
"Great review, in depth and well done. Agree with @kugelblitz2001!","great, review, depth, well, done, agree, kugelblitz",Positive
Nice german Shirt 😊🇩🇪🫵,"nice, german, shirt",Positive
You can clean your cyber truck with your stainless steel fridge polisher,"clean, cyber, truck, stainless, steel, fridge, polisher",Positive
I'm still surprised you haven't been carjacked. 😂,"im, still, surprised, havent, carjacked",Positive
Illuminati car you could see the symbolism with the car 😮,"illuminati, car, could, see, symbolism, car",Positive
"Marques, I love your videos and I’ve grown up watching them! The writing, the music, and the cinematography is amazing. 
But I can’t help but notice your avoidance to talk about the real safety issues of the Cyber truck, in more detail.  To claim that people’s reaction or how they drive around you is the real safety hazard seems a little tone deaf. I also wonder at what point it is large creator’s responsibility to talk about the large civic injustice that occur for our technology to be made? You may have talked about this in other videos but, all I could think of while watching this was the cobalt miners in Congo who work in unsafe conditions, to create cool tech we own and review.","marque, love, video, grown, watching, writing, music, cinematography, amazing, help, notice, avoidance, talk, real, safety, issue, cyber, truck, detail, claim, people, reaction, drive, around, real, safety, hazard, seems, little, tone, deaf, also, wonder, point, large, creator, responsibility, talk, large, civic, injustice, occur, technology, made, may, talked, video, could, think, watching, cobalt, miner, congo, work, unsafe, condition, create, cool, tech, review",Positive
big electric cars just dont make that much sense....the battery weighs 3 times as much as the big model 3 one but only gets around 50% range because its double total weight......,"big, electric, car, dont, make, much, sensethe, battery, weighs, time, much, big, model, one, get, around, range, double, total, weight",Positive
Thanks!,thanks,Positive
"Being iconic doesn't mean being good. This car is a bad joke in almost all aspects. As a EU guy I can only watch, and laugh in disbelief, how America is becoming more and more absurd. This poor excuse of a car is legal to own? Remember US banning pop-up headlights because of ""pedestrian safety""? Yeah.
Quo vadis 'Murica?","iconic, doesnt, mean, good, car, bad, joke, almost, aspect, eu, guy, watch, laugh, disbelief, america, becoming, absurd, poor, excuse, car, legal, remember, u, banning, popup, headlight, pedestrian, safety, yeah, quo, vadis, murica",Positive
Miles = The Stig....?,"mile, stig",Positive
"so, no mentioning that the body of the car being of a harder, non-bending metal actually makes the shockwaves of impact propagate directly to the occupants without any dampening, making collisions way riskier to the life of who's inside?
EDIT: of course not, you even lie a little bit. hope the youtube adsense + tesla money transfer are  enough to pay your priest for forgiveness","mentioning, body, car, harder, nonbending, metal, actually, make, shockwaves, impact, propagate, directly, occupant, without, dampening, making, collision, way, riskier, life, who, inside, edit, course, even, lie, little, bit, hope, youtube, adsense, tesla, money, transfer, enough, pay, priest, forgiveness",Positive
"I posted a comment on his new video ""There is something ingenuine about Disney and Marquez that makes this collaboration complete"" but can say this about him and Tesla too. Does Elon pay well to be a Tesla fanboy?","posted, comment, new, video, something, ingenuine, disney, marquez, make, collaboration, complete, say, tesla, elon, pay, well, tesla, fanboy",Positive
All the pedestrians getting sliced in half by this thing are gonna be hella iconic,"pedestrian, getting, sliced, half, thing, gon, na, hella, iconic",Positive
"I just can't get past this thing not having door handles.  This is a huge security risk if someone ever slipped off the road into a body of water, right?  How would anyone rescue you?","cant, get, past, thing, door, handle, huge, security, risk, someone, ever, slipped, road, body, water, right, would, anyone, rescue",Positive
The only opinion that matters is yours.,"opinion, matter",Positive
"Some people probably love it. There is literally nothing that appeals to me about it. But more than that...if I wanted a truck...an actual truck...to do truck things with, this would be the last thing I would consider.","people, probably, love, literally, nothing, appeal, thatif, wanted, truckan, actual, truckto, truck, thing, would, last, thing, would, consider",Positive
"This truck is like the new hummer. Garbage vehicle that’s too expensive, but douchebags will still get it so they can run you off the road.","truck, like, new, hummer, garbage, vehicle, expensive, douchebags, still, get, run, road",Positive
"It is definitely an SUV. The word ""truck"" is just a marketing thing. It is amazing how you can get people to imagine things that aren't there. F150, I still love you :).","definitely, suv, word, truck, marketing, thing, amazing, get, people, imagine, thing, arent, f, still, love",Positive
"I live in a area with a lot of rich ppl, I’m not excited for my schools parking lot to have some of these 😭 some kid already drives a ev hummer and has almost ran me over twice. I drive my tiny Hyundai accent and am terrified of these massive cars.","live, area, lot, rich, ppl, excited, school, parking, lot, kid, already, drive, ev, hummer, almost, ran, twice, drive, tiny, hyundai, accent, terrified, massive, car",Positive
"It is sci-fi and and yes, downright futuristic and amazing. It is like Mad Max X type of thing. I also feel it would pop out wings and fly off the road:0. Of course, that is just me. Or maybe not ...?","scifi, yes, downright, futuristic, amazing, like, mad, max, x, type, thing, also, feel, would, pop, wing, fly, road, course, maybe",Positive
Elon apologist,"elon, apologist",Positive
LEGO,lego,Positive
Dragrace*,dragrace,Positive
Seen it in person and definitely was not impressed.,"seen, person, definitely, impressed",Positive
"Thank you for the explanation on the quick vs fast, hope more people will understand the difference.","thank, explanation, quick, v, fast, hope, people, understand, difference",Positive
So many issues with this vehicle. It is not even a truck. It gets beat by a suburb off roading. Rust on panels already. It's a joke.,"many, issue, vehicle, even, truck, get, beat, suburb, roading, rust, panel, already, joke",Positive
"Iconic, like Trump's hair. 
Doesn't mean it's a good thing.","iconic, like, trump, hair, doesnt, mean, good, thing",Positive
"Okay, how smart is this guy?🔥🔥","okay, smart, guy",Positive
Waiting for MKBHD to make it Matte Black.,"waiting, mkbhd, make, matte, black",Positive
"Man, this is a straing up Tesla/Elon commercial!","man, straing, teslaelon, commercial",Positive
"I'm sorry but what is the fuction of a review like this, just seems like part flex, part hey I'm the tech guy and this tech is cool, sorta? It sucks as a car, it sucks as a truck. There's no reason for most people to have this. It's unsafe for other drivers and pedestrians, especially since its a very fast and rigid structure. It's way overpriced. Also, you're filling the pockets of a white-supremacist. Don't think iconic is the correct word, more like infamous.","im, sorry, fuction, review, like, seems, like, part, flex, part, hey, im, tech, guy, tech, cool, sorta, suck, car, suck, truck, there, reason, people, unsafe, driver, pedestrian, especially, since, fast, rigid, structure, way, overpriced, also, youre, filling, pocket, whitesupremacist, dont, think, iconic, correct, word, like, infamous",Positive
"I'm having trouble deciding if it's more or less responsible to review the Cybertruck with or without discussing Elon Musk's problematic socio-political issues. Like the increase of hate speech on Twitter and his denial of it, his friendly relations w/ white supremecists, or his near unlimited entanglement w/ the Chinese Communist Party. Speaking from the perspective of somebody who USED TO BE a fan of Elon Musk, I feel I should point out that the reason I would give a thumbs down to a Cybertruck isn't that its not interesting or even good looking, but that I can't support a man like Elon Musk. When I see a cyber truck on the street, I assume it belongs to a Musk fanboy, who likes supporting the man who made it, and the things he stands for.","im, trouble, deciding, le, responsible, review, cybertruck, without, discussing, elon, musk, problematic, sociopolitical, issue, like, increase, hate, speech, twitter, denial, friendly, relation, w, white, supremecists, near, unlimited, entanglement, w, chinese, communist, party, speaking, perspective, somebody, used, fan, elon, musk, feel, point, reason, would, give, thumb, cybertruck, isnt, interesting, even, good, looking, cant, support, man, like, elon, musk, see, cyber, truck, street, assume, belongs, musk, fanboy, like, supporting, man, made, thing, stand",Positive
But can it handle car washes?,"handle, car, wash",Positive
"Iconic for being the worst “ truck” ever built? Sure and that’s about it, but glad to see you are still selling out for checks.","iconic, worst, truck, ever, built, sure, glad, see, still, selling, check",Positive
This tells me everything about the state of marques now. What a complete sellout.,"tell, everything, state, marque, complete, sellout",Positive
Very wholesome for Marqes to show his child,"wholesome, marqes, show, child",Positive
"That’s just the copium. It’ll wear off. But no, it’s not iconic, unless it becomes iconic for kluges.","copium, wear, iconic, unless, becomes, iconic, kluges",Positive
"This additide of willing beta tester is really messed up. It's a car. Its a massive peice of steel traveling at high speeds, from the testing thats out and the recall thats in it shouldn't of been legal. That self closeing trunk could easily remove fingers or a hand, and the gas pedal was held on by a plastic clip. You cannot beta test on the general public with a car.","additide, willing, beta, tester, really, messed, car, massive, peice, steel, traveling, high, speed, testing, thats, recall, thats, shouldnt, legal, self, closeing, trunk, could, easily, remove, finger, hand, gas, pedal, held, plastic, clip, beta, test, general, public, car",Positive
Ad : Alert,"ad, alert",Positive
"""I'm getting dumptruck vibes from back here""","im, getting, dumptruck, vibe, back",Positive
I think this truck looks awesome,"think, truck, look, awesome",Positive
If you didn’t come from the Milkstreet raise your hand,"come, milkstreet, raise, hand",Positive
How do you hook up the horse trailer?,"hook, horse, trailer",Positive
The millions of people who are gonna use this truck eventually?! man i hope not!,"million, people, gon, na, use, truck, eventually, man, hope",Positive
"I am happy its not allowed in EU.
Its not really save (sharp edges & no crumple area if a accident happens)
and I fear you get blinded because its stainless steel  an reflect lights.","happy, allowed, eu, really, save, sharp, edge, crumple, area, accident, happens, fear, get, blinded, stainless, steel, reflect, light",Positive
"Last week I was IN the Truck. NYC 6.  Av. Creazy. 🥰
Greetings from Germany/ Porscheland 😎","last, week, truck, nyc, av, creazy, greeting, germany, porscheland",Positive
Its still not gonna be common because most people can’t afford even a $30k new car including myself. This things $80k plus.,"still, gon, na, common, people, afford, even, k, new, car, including, thing, k, plus",Positive
I literally love it,"literally, love",Positive
I watched a Youtubers video towing with its rated tow it only got 95 miles on a full charge.,"watched, youtubers, video, towing, rated, tow, got, mile, full, charge",Positive
At least you still have all your fingers.,"least, still, finger",Positive
XL DeLorean😂,"xl, delorean",Positive
How do you have two,two,Positive
Sharp!!,sharp,Positive
Prefer the Porsche.,"prefer, porsche",Positive
"14:36 Any reason you took so long off the mark, MKBHD? Is this your way of making things ""interesting""? By taking what looks like a few hundred milliseconds AFTER the Cybertruck before accelerating from a STOP?","reason, took, long, mark, mkbhd, way, making, thing, interesting, taking, look, like, hundred, millisecond, cybertruck, accelerating, stop",Positive
Just saw one of these in Saint Louis and was so confused at what I saw lmao,"saw, one, saint, louis, confused, saw, lmao",Positive
The stark contrast between this review and Fisker's review is kinda sus. Very curious how a review of BYD would pan out on this channel,"stark, contrast, review, fiskers, review, kinda, sus, curious, review, byd, would, pan, channel",Positive
Looks like an suv,"look, like, suv",Positive
"I'd never buy this, and overall if someone wants to buy it I also don't care. It's actually great, because it tells me a lot about that person. So if for example I have a friend who buys one, I now know to never lend them money, because they have poor financial literacy.","id, never, buy, overall, someone, want, buy, also, dont, care, actually, great, tell, lot, person, example, friend, buy, one, know, never, lend, money, poor, financial, literacy",Positive
"Damn these videos, so good.","damn, video, good",Positive
That thing is 🤮,thing,Positive
"It's so true that this thing gets attention. I have seen a Cybertruck exactly once and sure enough, I ogled it at the gas station and ended up having a conversation with the owner and taking photos with my family.","true, thing, get, attention, seen, cybertruck, exactly, sure, enough, ogled, gas, station, ended, conversation, owner, taking, photo, family",Positive
You can't rationalize that crazy shape away.,"cant, rationalize, crazy, shape, away",Positive
You haven't seen road hostility until you've driven a Prius.,"havent, seen, road, hostility, youve, driven, prius",Positive
"I still think ZZ Top made the PT Cruiser as popular as it became. Not that they endorsed the car in any way, it was just how iconic their own logo with that vehicle style was. Had a mobster, 30s 40s feel to it that was the initial attraction. Should have had suicide doors, imo.","still, think, zz, top, made, pt, cruiser, popular, became, endorsed, car, way, iconic, logo, vehicle, style, mobster, feel, initial, attraction, suicide, door, imo",Positive
Toyota/Lexus already had full steer-by-wire without a physical connection since last year or so,"toyotalexus, already, full, steerbywire, without, physical, connection, since, last, year",Positive
Interesting how this guy is OK with all the bugs and negatives about the cyber truck including a safety recall for all of them.  But he basically destroyed Fisker in their infancy over software bugs.  How much was he paid?  Hmmmm.  We'll never know.,"interesting, guy, ok, bug, negative, cyber, truck, including, safety, recall, basically, destroyed, fisker, infancy, software, bug, much, paid, hmmmm, well, never, know",Positive
I like your approach and methodology in sharing your assessment and perceptions about “cars”. You will do well in this role!,"like, approach, methodology, sharing, assessment, perception, car, well, role",Positive
"Well, well, well fingerprint magnet and not carwash capable huh? Bad combination.","well, well, well, fingerprint, magnet, carwash, capable, huh, bad, combination",Positive
Let's not forget that a real vehicle..  or any other NOT EV vehicle.... In 5 years it will still work perfectly fine ..... Damn!!.. There are car from the 1940's that even today work fine...... now this battery toy??.. In 5 years it will have 50% battery capacity if you are lucky....... or your tell me.. your 5 year old cell phone or lithium battery drill still holds full charge in his battery???... and by the way most of us.. in 5 years we will be still paying for the damn car..,"let, forget, real, vehicle, ev, vehicle, year, still, work, perfectly, fine, damn, car, even, today, work, fine, battery, toy, year, battery, capacity, lucky, tell, year, old, cell, phone, lithium, battery, drill, still, hold, full, charge, battery, way, u, year, still, paying, damn, car",Positive
The Cyber truck is the Pontiac Aztek of our generation.,"cyber, truck, pontiac, aztek, generation",Positive
Infinite tow capacity was one of elons selling points 🤷‍♂️,"infinite, tow, capacity, one, elons, selling, point",Positive
Please spanish subtitles 👌🏻👌🏻👌🏻,"please, spanish, subtitle",Positive
Nice review MB!,"nice, review, mb",Positive
"They left a lot of room for improvement. Watch every few months as new trucks come on the market. I’m expecting a year from now you get a substantially different truck. Two years from now, who knows? Sky is the limit. 

You are right, a mass produced vehicle will look different when they are everywhere. They might start to look like clones in those science fiction flicks. But . . . I have the feeling it won’t go this way with the Cybertruck. Or Tesla cars generally. Enough will be customized with wraps and accessories they won’t blend in like a bison in a herd numbered in the millions. But speculating is part of the journey.","left, lot, room, improvement, watch, every, month, new, truck, come, market, expecting, year, get, substantially, different, truck, two, year, know, sky, limit, right, mass, produced, vehicle, look, different, everywhere, might, start, look, like, clone, science, fiction, flick, feeling, go, way, cybertruck, tesla, car, generally, enough, customized, wrap, accessory, blend, like, bison, herd, numbered, million, speculating, part, journey",Positive
"The stainless steel. You’re right it’s overrated having bulletproof panels, bulletproof glass. But  Navigators and other vehicles do get upgraded to bulletproof (for a big fee) by custom shops. And in one of the Munro Live videos shared how they started with 3mm thick body panels, then switched to thinner metal, saying they changed the alloy so they had the same durability that weighs and costs less. But I’m sure they didn’t mind slightly lowering the bulletproof-ness. It makes no sense to invite people to shoot at your truck.","stainless, steel, right, overrated, bulletproof, panel, bulletproof, glass, navigator, vehicle, get, upgraded, bulletproof, big, fee, custom, shop, one, munro, live, video, shared, started, mm, thick, body, panel, switched, thinner, metal, saying, changed, alloy, durability, weighs, cost, le, sure, mind, slightly, lowering, bulletproofness, make, sense, invite, people, shoot, truck",Positive
Nothing says you went to public school like driving a car for attention,"nothing, say, went, public, school, like, driving, car, attention",Positive
"Should I wait for the $25,000 Tesla?","wait, tesla",Positive
Ik the cartel is gonna use this cause of the bulletproof steel and the storage,"ik, cartel, gon, na, use, cause, bulletproof, steel, storage",Positive
6:44 Brownlee is not a small guy. But the Cybertruck sure makes him look like one. Wow.,"brownlee, small, guy, cybertruck, sure, make, look, like, one, wow",Positive
A car you love but you think you can't buy because you don't want to be robbed.,"car, love, think, cant, buy, dont, want, robbed",Positive
"You can tell Marquise isn’t really a car guy. History is littered with iconic, mass-produced cars: Mustang, Beetle, Audi TT, 911, 356 to name just a few","tell, marquise, really, car, guy, history, littered, iconic, massproduced, car, mustang, beetle, audi, tt, name",Positive
Love your reviews,"love, review",Positive
"if the icon is of a shallow human with dispensable income, then yes, yes it is iconic","icon, shallow, human, dispensable, income, yes, yes, iconic",Positive
Minecraft the car - best features are the recall; and car wash mode or bust.,"minecraft, car, best, feature, recall, car, wash, mode, bust",Positive
long ago I remember I think mazda came to my school with w drawing competition for a new car idea and i drew a car for them and turned it in and it basically looked like this,"long, ago, remember, think, mazda, came, school, w, drawing, competition, new, car, idea, drew, car, turned, basically, looked, like",Positive
Beta and Alpha testing is not allowed for any other car manufacturers fyi,"beta, alpha, testing, allowed, car, manufacturer, fyi",Positive
Good Job Sir.,"good, job, sir",Positive
"Awesome, You was at Island dragway, NJ","awesome, island, dragway, nj",Positive
Glad I live in Europe where this will never be allowed on the road,"glad, live, europe, never, allowed, road",Positive
Don't pull into a car wash anytime soon.,"dont, pull, car, wash, anytime, soon",Positive
"It's literally a meme car for YouTubers and other people with more money than sense. Nobody who actually cares about value for money would buy it. 
It not even likely to be street legal in large parts of the world.","literally, meme, car, youtubers, people, money, sense, nobody, actually, care, value, money, would, buy, even, likely, street, legal, large, part, world",Positive
its more like trash,"like, trash",Positive
You have millions of subs isn’t that your regular driving experience,"million, sub, regular, driving, experience",Positive
Can the Cybertruck be bought outside he USA?,"cybertruck, bought, outside, usa",Positive
"Maybe being a YouTuber with 19 million subs affects how people look at you.

Just a little.","maybe, youtuber, million, sub, affect, people, look, little",Positive
"Look ma, no hands.","look, hand",Positive
It’s the BC Rich of cars 😂,"bc, rich, car",Positive
"Thumbs up for the review (24:10) watched all 27:23 mins of this. I am a bit late (3 weeks later) watching this, but it would be a big surprise to see a Cybertruck on the streets of Jakarta, Indonesia nevertheless I would not rule this out.","thumb, review, watched, min, bit, late, week, later, watching, would, big, surprise, see, cybertruck, street, jakarta, indonesia, nevertheless, would, rule",Positive
