Comment,cleaned_comment,Sentiment
Looks like a 12 year old made it in metal shop and failed the assignment,"look, like, year, old, made, metal, shop, failed, assignment",Negative
"The cybertruck has deeply concerning flaws, I was hoping for an objective review and this was not that. I’m disappointed.","cybertruck, deeply, concerning, flaw, hoping, objective, review, disappointed",Negative
I just believe everyone watches your channel so I would be shock that they didn't know about this truck 😂,"believe, everyone, watch, channel, would, shock, didnt, know, truck",Negative
It’s a mistake to conflate some missing options like tires and software features when only the first few thousand are being made with somehow this being a choice that Tesla is going to impose on all 2mm preorders as if it will stay this way. These options will come for sure.,"mistake, conflate, missing, option, like, tire, software, feature, first, thousand, made, somehow, choice, tesla, going, impose, mm, preorders, stay, way, option, come, sure",Negative
"Just unsubbed from this tool. ""Dbrand, mad a bad joke...."" meanwhile ""tesla gobble gobble""","unsubbed, tool, dbrand, mad, bad, joke, meanwhile, tesla, gobble, gobble",Negative
"It is, without doubt, an eye-catcher. Taste is very subjective, so whether I feel it looks ugly is irrelevant. The thing that gets me is that stainless steel body which isn't stainless. Bird shit, road salt etc. all have to be removed immediately, otherwise you'll have permanent stains on the metal surface. The interior is simply boring. Minimalism in it's most extreme sense. My opinion on Musk as a conspiracy theorist is also irrelevant.","without, doubt, eyecatcher, taste, subjective, whether, feel, look, ugly, irrelevant, thing, get, stainless, steel, body, isnt, stainless, bird, shit, road, salt, etc, removed, immediately, otherwise, youll, permanent, stain, metal, surface, interior, simply, boring, minimalism, extreme, sense, opinion, musk, conspiracy, theorist, also, irrelevant",Negative
"So he'll justify this piece of extortionist junk but then throws a tantrum about a mean Tweet by DBrand.
I guess ethics are totally dependent on whether you get a free car at the end of it, huh?","hell, justify, piece, extortionist, junk, throw, tantrum, mean, tweet, dbrand, guess, ethic, totally, dependent, whether, get, free, car, end, huh",Negative
Modern cars are generally designed to have crumple zones in case of a high impact accident. Something tells me the cyber the truck was neither engineered with that particular safety feature in mind..,"modern, car, generally, designed, crumple, zone, case, high, impact, accident, something, tell, cyber, truck, neither, engineered, particular, safety, feature, mind",Negative
It's tough to watch complementary reviews on Tesla and Rivian that obviously have flaws after he trashed Fisker.,"tough, watch, complementary, review, tesla, rivian, obviously, flaw, trashed, fisker",Negative
"The vehicle is completely ""un""engineered from being convenient, to trendy. A horrible vehicle design.","vehicle, completely, unengineered, convenient, trendy, horrible, vehicle, design",Negative
Someone parked their cyber truck next to a restaurant I was at last weekend and it took like 10 min for someone passing by to write “I ❤ BIG DICKS” in the dust on the back of it,"someone, parked, cyber, truck, next, restaurant, last, weekend, took, like, min, someone, passing, write, big, dick, dust, back",Negative
Half the space in the battery compartment is empty. Why?,"half, space, battery, compartment, empty",Negative
I am not a hater but that's a Pedestrian 9000 killer right there. Also if you hit 130km another car god damn it nothing will survive while you can drink and continue driving.,"hater, thats, pedestrian, killer, right, also, hit, km, another, car, god, damn, nothing, survive, drink, continue, driving",Negative
"I drive a Model 3 Performance myself, but I'm really glad that cybertrucks are banned in the EU. For all other road users, an accident involving a cybertruck can quickly become fatal. There's a reason why they don't build cars with stainless steel.","drive, model, performance, im, really, glad, cybertrucks, banned, eu, road, user, accident, involving, cybertruck, quickly, become, fatal, there, reason, dont, build, car, stainless, steel",Negative
It's an ugly design,"ugly, design",Negative
"It's hard to say what's the worst thing about them, but EVs are dumber than dirt, and truck EV is even more absurd.","hard, say, whats, worst, thing, ev, dumber, dirt, truck, ev, even, absurd",Negative
By far the ugliest car I've seen in my life,"far, ugliest, car, ive, seen, life",Negative
Not mentioning the lack of crumple zone SPECIFICALLY when talking about “the most dangerous part of the Cybertruck” is a bad choice,"mentioning, lack, crumple, zone, specifically, talking, dangerous, part, cybertruck, bad, choice",Negative
"Looked into all other trucks… well to all who say that it is a Pedestrian ‘Destroyer and so on and so forward… all trucks are
And since this one isn’t the biggest 🤷‍♂️","looked, trucks, well, say, pedestrian, destroyer, forward, truck, since, one, biggest",Negative
"NOTHING SPECIAL ..
HUMVEE : MORE BETTER
WRC : MORE BETTER
HYBRID : MORE BETTER
BYD : THE BEST","nothing, special, humvee, better, wrc, better, hybrid, better, byd, best",Negative
"Cars already feel hostile. The cybertruck is American automotive hostility refined to a point, literally.","car, already, feel, hostile, cybertruck, american, automotive, hostility, refined, point, literally",Negative
I must be the only one who looks at it with abject disgust on my face.,"must, one, look, abject, disgust, face",Negative
u lost it,"u, lost",Negative
"in the EU if you want to tow a bit more heavy trailer, you have to pass extra exam... Then, you can connect 3,5t max load trailer to your 3,5t max load ride... Isn't that hilarious?","eu, want, tow, bit, heavy, trailer, pas, extra, exam, connect, max, load, trailer, max, load, ride, isnt, hilarious",Negative
I don’t blame the people for recording the cybertruck. If I saw a refrigerator that had wheels I would to.,"blame, people, recording, cybertruck, saw, refrigerator, wheel, would",Negative
"Instead of being honest about Cybertruck, Marques is worried about what Lunatic Musk will say about him or it will jeopardize his future with Tesla reviews. Selling your soul to the devil for money. Cybertruck is overhyped, overpriced , under delivered and rushed out the door rust bucket. Don’t forget to kiss Lunatic Musk ass on the way out.","instead, honest, cybertruck, marque, worried, lunatic, musk, say, jeopardize, future, tesla, review, selling, soul, devil, money, cybertruck, overhyped, overpriced, delivered, rushed, door, rust, bucket, forget, kiss, lunatic, musk, as, way",Negative
Car guys are always negative normal people will like it,"car, guy, always, negative, normal, people, like",Negative
"i mean, it's so ugly you can't look away","mean, ugly, cant, look, away",Negative
it's ugly asf but i. like it i think,"ugly, asf, like, think",Negative
Kinda find it ugly but another part of me is waiting for Robocop to exit the vehicle.,"kinda, find, ugly, another, part, waiting, robocop, exit, vehicle",Negative
"bye-bye credibility, how much they pay?","byebye, credibility, much, pay",Negative
is this video to also tease your new car studio?,"video, also, tease, new, car, studio",Negative
"Fact of the matter is, this is a truck that sucks at towing long range, going off road- basically all the things a truck should do. Oh, and you'll have to wait a long time to get one after paying. Rather get a Ram TRX.","fact, matter, truck, suck, towing, long, range, going, road, basically, thing, truck, oh, youll, wait, long, time, get, one, paying, rather, get, ram, trx",Negative
Didja see the video of someone smash and grabbing a Cybertruck?  Dude couldn’t cut thru the glass. Cybertruck is smash/grab proof.,"didja, see, video, someone, smash, grabbing, cybertruck, dude, cut, thru, glass, cybertruck, smashgrab, proof",Negative
🤔Hummmmm…Toyota did a the iconic look already… with the 1984 Toyota Previa…my grandfather bought the very first model…and…I remember back then…we were always stopped by police…just for them…to ask about the van…because…it was a shape and look…at the time…that no one has very seen…😅,"hummmmm, toyota, iconic, look, already, toyota, previa, my, grandfather, bought, first, model, and, i, remember, back, then, we, always, stopped, police, just, them, to, ask, van, because, it, shape, look, at, time, that, one, seen",Negative
"another one who thinks that drag races  matters  in cars, lap times does.","another, one, think, drag, race, matter, car, lap, time",Negative
Hot take: F150 sucks for towing too. That’s why you see F250s pulling most stuff.,"hot, take, f, suck, towing, see, f, pulling, stuff",Negative
"This is cancer, bro. Big SUVs should be banned in cities, no question about it","cancer, bro, big, suv, banned, city, question",Negative
I saw one yesterday. Its the lowest polly 3 ton killing machine i have ever seen,"saw, one, yesterday, lowest, polly, ton, killing, machine, ever, seen",Negative
It’s just spectacle like an accident on the side of the road or a giant puppet,"spectacle, like, accident, side, road, giant, puppet",Negative
"this car should be cheaper than prius.  look at these cheapeast materials. cheapest plastic on bumpers, sheets of aluminium , look at the lack of complexity of stop lights; they are just the cheapest components from chinese market. there is literally nothing is the interior. and they trying to pump hype into it and sell it for premium price. I imagine a german car designer looking at this garbage","car, cheaper, prius, look, cheapeast, material, cheapest, plastic, bumper, sheet, aluminium, look, lack, complexity, stop, light, cheapest, component, chinese, market, literally, nothing, interior, trying, pump, hype, sell, premium, price, imagine, german, car, designer, looking, garbage",Negative
"I've had an F-250, F-350 and currently looking forward to getting rid of my F-450 for the CT. EVs are not bad at towing, their basic higher efficiency just makes it look that way.","ive, f, f, currently, looking, forward, getting, rid, f, ct, ev, bad, towing, basic, higher, efficiency, make, look, way",Negative
I am disappointed with this biased video,"disappointed, biased, video",Negative
You're saying dumptruck like it's a bad thing.,"youre, saying, dumptruck, like, bad, thing",Negative
"pt cruiser is the ugliest ""car"" on the planet(along with pontiac aztec)...The comparison here with Tesla as iconic and pt cruiser is a little stupid...","pt, cruiser, ugliest, car, planetalong, pontiac, aztecthe, comparison, tesla, iconic, pt, cruiser, little, stupid",Negative
"17:12 now go to a track, not a drag line - that’s where Porsche will beat it twice the time😂","go, track, drag, line, porsche, beat, twice, time",Negative
Low budget for a high price.  Prone to rust.,"low, budget, high, price, prone, rust",Negative
"That's not a truck. That's a bastardization of a useful vehicle. As with all Teslas, the powertrain and battery are top of the line. But the cabin and exterior are Fisher-Price potato chip quality garbage. It's a modern day DeLorean. And it's Tesla's first version of a vehicle that will eventually go out of style. ""Cyber"" is already out of style. Tesla is doing the same thing GM does with it's own brands that have died Pontiac, Buick, Oldsmobile, Saturn, Hummer, Geo, etc. Tesla will have to discontinue the CT when people stop buying it. It took Tesla WAY TOO long to come to market after it's announcement.","thats, truck, thats, bastardization, useful, vehicle, tesla, powertrain, battery, top, line, cabin, exterior, fisherprice, potato, chip, quality, garbage, modern, day, delorean, tesla, first, version, vehicle, eventually, go, style, cyber, already, style, tesla, thing, gm, brand, died, pontiac, buick, oldsmobile, saturn, hummer, geo, etc, tesla, discontinue, ct, people, stop, buying, took, tesla, way, long, come, market, announcement",Negative
Ugliest most over priced useless vehicle ever.,"ugliest, priced, useless, vehicle, ever",Negative
taking the CT into JC is crazy lmaoo,"taking, ct, jc, crazy, lmaoo",Negative
WADE MODE IS crazy!!!!,"wade, mode, crazy",Negative
"12:00 The percentage of commercial and industrial trucks used for hauling has to be near 100%. Try  to find one without a hitch. That goes for the yard guys all over the place pulling their mower trailer, and the ones that need it just occasionally to pull a load of lumber, drywall, rental equipment, etc. Also, these would likely not be bothered too much by range. They're seldom going more than 100 miles per day. Hauling is a non-issue... unless you're in the FUD business.","percentage, commercial, industrial, truck, used, hauling, near, try, find, one, without, hitch, go, yard, guy, place, pulling, mower, trailer, one, need, occasionally, pull, load, lumber, drywall, rental, equipment, etc, also, would, likely, bothered, much, range, theyre, seldom, going, mile, per, day, hauling, nonissue, unless, youre, fud, business",Negative
"10:40 Headlights are problematic in snow. The snow packs over them and they're not heated. Ask anyone who has driven one in a blizzard. You ""have"" to get out and clean them off periodically.","headlight, problematic, snow, snow, pack, theyre, heated, ask, anyone, driven, one, blizzard, get, clean, periodically",Negative
"6:30 Stainless steel is not only overrated, it's undesirable (because of weight). I would have favored aluminum sheet (even if a little thicker) than stainless sheet. I expect in the future the stainless will be abandoned... and the styling changes aluminum will offer will be leveraged.","stainless, steel, overrated, undesirable, weight, would, favored, aluminum, sheet, even, little, thicker, stainless, sheet, expect, future, stainless, abandoned, styling, change, aluminum, offer, leveraged",Negative
13:20 how is that fine? are americans this obsessed with driving killing machines?,"fine, american, obsessed, driving, killing, machine",Negative
"Sorry buddy, can't hear ya behind all those chromatic aberrations.","sorry, buddy, cant, hear, ya, behind, chromatic, aberration",Negative
Iconic fail,"iconic, fail",Negative
@20:30 drag coefficient is actually a solid 0.34 compared to mid .4s for the average pickup.,"drag, coefficient, actually, solid, compared, mid, average, pickup",Negative
"Franz Von Holzhausen once again proving he's a terrible designer. None of his vehicles look exceptional for the price, the roadster is very difficult to screw up but very generic.  He's basically a Mazda guy who lucked out and got in early with Tesla.","franz, von, holzhausen, proving, he, terrible, designer, none, vehicle, look, exceptional, price, roadster, difficult, screw, generic, he, basically, mazda, guy, lucked, got, early, tesla",Negative
"I'm not a Tesla fan at all, mainly because i don't really like the design of any of their cars (don't particularly like Musk, either). However, i do think the designer(s) of this hulking piece of metal have been very lazy. It's like they've just binge-watched hours of Robocop-type shows and come up with this. The 6000 SUX is something i vaguely remember.","im, tesla, fan, mainly, dont, really, like, design, car, dont, particularly, like, musk, either, however, think, designer, hulking, piece, metal, lazy, like, theyve, bingewatched, hour, robocoptype, show, come, sux, something, vaguely, remember",Negative
That truck is utter trash the design is so horrible on original just something out a 1984 sci-fi movie. It’s brand new and already looks outdated 😂,"truck, utter, trash, design, horrible, original, something, scifi, movie, brand, new, already, look, outdated",Negative
"I don't know about you guys in the US but here in Europe this thing won't even be sold (which I don't really care about - most cities are too narrow for trucks anyways) because of safety regulations, especially for pedestrians. Is that a concern for you?","dont, know, guy, u, europe, thing, wont, even, sold, dont, really, care, city, narrow, truck, anyways, safety, regulation, especially, pedestrian, concern",Negative
"i think the reason people think it's more expensive is because it looks like a dumb modern art project, and dumb modern art projects are overly expensive","think, reason, people, think, expensive, look, like, dumb, modern, art, project, dumb, modern, art, project, overly, expensive",Negative
"Lol, 80-20 happy to angry ratio, my ass. This car is a midlife crisis mobile for people who are desperate for attention. 

A lot of people are making pictures of it, just like they would gather at an accident to gawk at the carnage.","lol, happy, angry, ratio, as, car, midlife, crisis, mobile, people, desperate, attention, lot, people, making, picture, like, would, gather, accident, gawk, carnage",Negative
"Whoever did that intro graphic, you KILLED it","whoever, intro, graphic, killed",Negative
"This video is ICONIC. Fire man, as always.","video, iconic, fire, man, always",Negative
People who don't like your truck are less likely to go up to you and tell you. Kyle from Out of Spec channel tried to make the same point as you but off screen his girlfriend broke in and told him about how much more often she heard people complaining about the truck because they didn't know she was with Kyle.,"people, dont, like, truck, le, likely, go, tell, kyle, spec, channel, tried, make, point, screen, girlfriend, broke, told, much, often, heard, people, complaining, truck, didnt, know, kyle",Negative
"Iconic??? The Lo-Res car, and the process that led to it, was/is iconic! The Lo-Res pickup truck is just an embarrassing imitation!!","iconic, lore, car, process, led, wasis, iconic, lore, pickup, truck, embarrassing, imitation",Negative
"Hay Marques, can you make an in-depth review of the new Xiaomi 14. Think it's a killer phone for the price !","hay, marque, make, indepth, review, new, xiaomi, think, killer, phone, price",Negative
"Am I wrong in thinking the only reason the steel is ""safe"" is because it weighs 3 tons? If it gets hit by another 3 ton vehicle, whoever is inside is going to get rocked. Why have we allowed this trend in vehicles?","wrong, thinking, reason, steel, safe, weighs, ton, get, hit, another, ton, vehicle, whoever, inside, going, get, rocked, allowed, trend, vehicle",Negative
Marques... Bro... This is the third video on this and you try so hard to mitigate how much of a shit show this car is... You sure you're not being paid,"marque, bro, third, video, try, hard, mitigate, much, shit, show, car, sure, youre, paid",Negative
already ironic,"already, ironic",Negative
Really thought for a second that he is going to pull out a Gun 6:45,"really, thought, second, going, pull, gun",Negative
we for real dumb,"real, dumb",Negative
First 30 seconds of talking was crap. The car is a junkheap pushed by a man with the mentality of a 10 year old and a very bad drug habit. This thing rusts like mad and is very poorly designed. It is NOT iconic.,"first, second, talking, crap, car, junkheap, pushed, man, mentality, year, old, bad, drug, habit, thing, rust, like, mad, poorly, designed, iconic",Negative
"It’s big, ugly and apparently really unsafe, not sure why anyone would want to buy one of these.","big, ugly, apparently, really, unsafe, sure, anyone, would, want, buy, one",Negative
people who don't like this truck don't want to come up and talk to you.,"people, dont, like, truck, dont, want, come, talk",Negative
The word iconic has become meaningless.,"word, iconic, become, meaningless",Negative
"Sorry but this truck is seriously ugly, not to mention dangerous..","sorry, truck, seriously, ugly, mention, dangerous",Negative
It's the face mask of the iron man. It is a crap car.,"face, mask, iron, man, crap, car",Negative
"I think I was just tricked into watching a twenty-eight minute long Cybertruck commercial. 
I feel cybercukt.","think, tricked, watching, twentyeight, minute, long, cybertruck, commercial, feel, cybercukt",Negative
"I’m not hating, but you can see where this truck is sort of like the back to the future car and a few other sci-fi trucks from the 80s","hating, see, truck, sort, like, back, future, car, scifi, truck",Negative
I feel your description of “iconic” is the same as what we saw with the Range Rover Evoque. Looked insane and then more and more common until it was a normal car,"feel, description, iconic, saw, range, rover, evoque, looked, insane, common, normal, car",Negative
"If someone hits you, you’ll be fine. I’m not so sure of that. I worry about lack of crumple zones","someone, hit, fine, sure, worry, lack, crumple, zone",Negative
"Looks like what people in the 50's thought we would be driving.

Thankfully they were mostly wrong.

There are ao many cars out there that look ultra modern without looking like a childish fever scream.

Saying that, if its for you, why the hell not!","look, like, people, thought, would, driving, thankfully, mostly, wrong, ao, many, car, look, ultra, modern, without, looking, like, childish, fever, scream, saying, hell",Negative
"Cybertrucks pathway is not to icon, it's to disruption.","cybertrucks, pathway, icon, disruption",Negative
An Iconic PoS...,"iconic, po",Negative
If they could make this car not so unnecessarily dangerous it be a lot more interesting.,"could, make, car, unnecessarily, dangerous, lot, interesting",Negative
"repairability 0%, also the sharp edges omg, pop up headlights were banned because of the sharp edges and here tyou have a fcking truck that is literally like a giant geometry square","repairability, also, sharp, edge, omg, pop, headlight, banned, sharp, edge, tyou, fcking, truck, literally, like, giant, geometry, square",Negative
A very ugly product!!!,"ugly, product",Negative
You can't trust a car review from a biased owner,"cant, trust, car, review, biased, owner",Negative
It looks like crap. There is nothing iconic about it.,"look, like, crap, nothing, iconic",Negative
"They forgot that a truck is meant to carry stuff. Not a working tool, just another fad from the raging X man","forgot, truck, meant, carry, stuff, working, tool, another, fad, raging, x, man",Negative
oh its going to be iconic....for allllll the wrong reasons. lol,"oh, going, iconicfor, allllll, wrong, reason, lol",Negative
More ironic than iconic,"ironic, iconic",Negative
Much of the criticism of the cybertruck is more political than it is technological.,"much, criticism, cybertruck, political, technological",Negative
This video aged badly. So many reviews of actually real world usage of this truck and how cheaply made this thing is and how they lied about the tent that comes with it and how bad quality it is.,"video, aged, badly, many, review, actually, real, world, usage, truck, cheaply, made, thing, lied, tent, come, bad, quality",Negative
"80:20 joy-disgust ratio? Highly doubt it. The majority of those 80% most likely think that the cybertruck driver is a clown. On top of that, there are so many people who know nothing about the car and might seem excited, i wonder what would happen if you would actually tell them what kind of piece of garbage the car is and how dangerous it is? My biggest pet peeve about this video is how you spent the majority of time discussing things that are not important and barely glanced over things that make this car a dangerous, overpriced piece of garbage","joydisgust, ratio, highly, doubt, majority, likely, think, cybertruck, driver, clown, top, many, people, know, nothing, car, might, seem, excited, wonder, would, happen, would, actually, tell, kind, piece, garbage, car, dangerous, biggest, pet, peeve, video, spent, majority, time, discussing, thing, important, barely, glanced, thing, make, car, dangerous, overpriced, piece, garbage",Negative
Everyone forgets that Elon just stole Tesla from two other guys who made the company.  And then he makes a nightmare truck that will hurt everyone else in an accident.  Thanks Elon!,"everyone, forgets, elon, stole, tesla, two, guy, made, company, make, nightmare, truck, hurt, everyone, else, accident, thanks, elon",Negative
Only poor people in YouTube comments complain about CyberTruck,"poor, people, youtube, comment, complain, cybertruck",Negative
I think the biggest problem is the CEO of Tesla 🙄,"think, biggest, problem, ceo, tesla",Negative
All your videos are negative,"video, negative",Negative
"Bullet proof steal and super safe, but wait, the finger prints - overrated? WTF. this pickup car is faster than many other sports cars, but it is slower on long distances, so it is overrated?! What is wrong with you?","bullet, proof, steal, super, safe, wait, finger, print, overrated, wtf, pickup, car, faster, many, sport, car, slower, long, distance, overrated, wrong",Negative
I have seen the Xiaomi one and this ugly thing on the same day🙂,"seen, xiaomi, one, ugly, thing, day",Negative
"When you cut out all curves, what shape do you have left:@&*%","cut, curve, shape, left",Negative
It was hard to press the dislike button. But not talking about the safety of these disgusting kill machines is absolute ignorance. No number of B rolls will compensate the lack of talk about safety in this video. This is a detriment to pedestrains and is sure to trailblaze an upsetting trend of huge fast kill machines,"hard, press, dislike, button, talking, safety, disgusting, kill, machine, absolute, ignorance, number, b, roll, compensate, lack, talk, safety, video, detriment, pedestrains, sure, trailblaze, upsetting, trend, huge, fast, kill, machine",Negative
Well.... The Cybertruck is also not crash tested. SOMEHOW they managed to arrange it so that Tesla gets to decide for themselves whether its safe or not. Obviously because it will not pass a regular crash test.,"well, cybertruck, also, crash, tested, somehow, managed, arrange, tesla, get, decide, whether, safe, obviously, pas, regular, crash, test",Negative
I dont like being beta. I like being alpha.,"dont, like, beta, like, alpha",Negative
dude stop selling out for wallets im sick of seeing your shit commercial,"dude, stop, selling, wallet, im, sick, seeing, shit, commercial",Negative
So obvious he’s got stock in the is. Shameless,"obvious, got, stock, shameless",Negative
"Marques, just highlighting something because it’s the second time I’ve heard you make the same mistake. You say “yaw” when what you mean is “pitch”. Yaw is rotation around the vertical axis and pitch is rotation around the lateral axis. Just a bit of constructive feedback.","marque, highlighting, something, second, time, heard, make, mistake, say, yaw, mean, pitch, yaw, rotation, around, vertical, axis, pitch, rotation, around, lateral, axis, bit, constructive, feedback",Negative
"This is what happens when you give an overhyped electric car to a techtuber who knows nothing about actual cars.  Please stick to phones and laptops, this aint your forte.","happens, give, overhyped, electric, car, techtuber, know, nothing, actual, car, please, stick, phone, laptop, aint, forte",Negative
The front of the car isn't good at all. There's a reason cars aren't shaped like battering rams unless they're made to be battering rams.,"front, car, isnt, good, there, reason, car, arent, shaped, like, battering, ram, unless, theyre, made, battering, ram",Negative
"Weather or not a truck is any good depends on how you intend to use it. To me, it's just another tool. I want the most practical truck for my construction business. I don't give a damn about how it looks. Definitely not a fan of Tesla's sloped bed sides - would make putting anything over the side or getting something out of the front of the bed an extreme annoyance and would really piss me off.  If I can't put a 4 x 8 sheet of plywood on the floor of the bed and close the tailgate - useless for my purposes. I punctured a gas tank on a F150 on a rough site - the replacement was about $1,935. To replace the Tesla battery back itself with all modules in it would be around $16,000.  A windshield for a Ford F150 will cost about $700. while the Cybertruck retails for $1,900.  I know it's because of the electronics in the Tesla glass but how do those electronics help my carpenters put more money in my pocket? Now we also have to factor in insurance costs. Insurance companies are steadily raising their rate for EV's because of the ridiculous repair costs. Let's face it, the Tesla truck doesn't seem like it's going to be a long term player in the construction business. More like a novelty item for those that would use it for anything other than your run of the mill pickup.","weather, truck, good, depends, intend, use, another, tool, want, practical, truck, construction, business, dont, give, damn, look, definitely, fan, tesla, sloped, bed, side, would, make, putting, anything, side, getting, something, front, bed, extreme, annoyance, would, really, piss, cant, put, x, sheet, plywood, floor, bed, close, tailgate, useless, purpose, punctured, gas, tank, f, rough, site, replacement, replace, tesla, battery, back, module, would, around, windshield, ford, f, cost, cybertruck, retail, know, electronics, tesla, glass, electronics, help, carpenter, put, money, pocket, also, factor, insurance, cost, insurance, company, steadily, raising, rate, ev, ridiculous, repair, cost, let, face, tesla, truck, doesnt, seem, like, going, long, term, player, construction, business, like, novelty, item, would, use, anything, run, mill, pickup",Negative
"I hate to unsubscribe because I like his reviews on most things but I'm so sick of him being such a shill and fanboy for Tesla and Elon Musk.   

He points out some very serious issues in the first video and then still says he would rather be in the cyber truck then the other ones that aren't pieces of crap like the cyber truck.","hate, unsubscribe, like, review, thing, im, sick, shill, fanboy, tesla, elon, musk, point, serious, issue, first, video, still, say, would, rather, cyber, truck, one, arent, piece, crap, like, cyber, truck",Negative
15 defects when you've only delivered like 1000 cars is a really high defect rate. Toyota would be firing guys lol,"defect, youve, delivered, like, car, really, high, defect, rate, toyota, would, firing, guy, lol",Negative
"I compare it with the delorean, also very ugly car but still very unique and iconic.","compare, delorean, also, ugly, car, still, unique, iconic",Negative
"Trucks a failure, yet these famous Youtubers still push it.","truck, failure, yet, famous, youtubers, still, push",Negative
The most dangerous thing is the lack of crumple zone. But MKBHD is way too friendly to Elon to point that out.,"dangerous, thing, lack, crumple, zone, mkbhd, way, friendly, elon, point",Negative
That statistic about truck owners makes me wanna cry. That's another reason why prices are never going to go down. 😭,"statistic, truck, owner, make, wan, na, cry, thats, another, reason, price, never, going, go",Negative
"Yes, it's ugly af.","yes, ugly, af",Negative
It's so dangerous it's banned in EU...,"dangerous, banned, eu",Negative
"I would say it is Infamous more then iconic. Also I am free to say it is ugly and will not spend that much money on something I see as ugly. Most people from what I see who are getting it are in the ""look at me camp"". It is impractical and roundabout paths had to be made to work around the horrible design. I want the engineering in something usable. So much wasted space....","would, say, infamous, iconic, also, free, say, ugly, spend, much, money, something, see, ugly, people, see, getting, look, camp, impractical, roundabout, path, made, work, around, horrible, design, want, engineering, something, usable, much, wasted, space",Negative
Is Elon musk making a stealth car?.,"elon, musk, making, stealth, car",Negative
"Cybertruck will become a meme in the future, for being a horrible ugly failure.","cybertruck, become, meme, future, horrible, ugly, failure",Negative
yes it is iconic. its also shit,"yes, iconic, also, shit",Negative
"Do not be fooled into thinking that because this car makes heads turn, it is desirable or good. A raving junkie in the corner of the train compartment will get the same reaction. This car's looks and resulting lack of safety sucks — we all feel it. Don't let words like ""iconic"" erase that.","fooled, thinking, car, make, head, turn, desirable, good, raving, junkie, corner, train, compartment, get, reaction, car, look, resulting, lack, safety, suck, feel, dont, let, word, like, iconic, erase",Negative
This vehicle would never be approved in EU.,"vehicle, would, never, approved, eu",Negative
i hate the design,"hate, design",Negative
"i am really surprised by such a low views on this video even after 4 days, especially for an mkbhd video.","really, surprised, low, view, video, even, day, especially, mkbhd, video",Negative
"Marques, what dirt does Elon have on you, mate? 

Blink twice if he is listening right now. . .","marque, dirt, elon, mate, blink, twice, listening, right",Negative
Lol it sucks,"lol, suck",Negative
"This car sucks, this guy always sucking apple and tesla off","car, suck, guy, always, sucking, apple, tesla",Negative
"PT Cruiser was the wrong comparison, shoulda been Plymouth Prowler...","pt, cruiser, wrong, comparison, shoulda, plymouth, prowler",Negative
"ugly car from a company notorious for poor manufacturing and quality control, fronted by one of the worst people in the world.","ugly, car, company, notorious, poor, manufacturing, quality, control, fronted, one, worst, people, world",Negative
"This isn't a review. It's a glorified ad. It mentions almost none of the myriad of critical issues in detail, just cramps a few of them in the summary in the end. It's extremely unsafe, it's poor quality, and most importantly it's an idiotic vehicle that has next to no realistic use case.","isnt, review, glorified, ad, mention, almost, none, myriad, critical, issue, detail, cramp, summary, end, extremely, unsafe, poor, quality, importantly, idiotic, vehicle, next, realistic, use, case",Negative
"No, not iconic. It's a catastrophically abhorrently bad design from a technical perspective and should never be allowed on the streets and therefore will never make it to europe.","iconic, catastrophically, abhorrently, bad, design, technical, perspective, never, allowed, street, therefore, never, make, europe",Negative
Looks like it has some serious blind spots,"look, like, serious, blind, spot",Negative
now Tesal in my eyes are over raided. Dont have the range to match any pickup on the road. Margues ill take my 2011 F150 on the road to you. Then we will drive our own trucks on the same roads back to my home city bet you that ill get there days ahead of you an to make it fair ill tow a car behide me.,"tesal, eye, raided, dont, range, match, pickup, road, margues, ill, take, f, road, drive, truck, road, back, home, city, bet, ill, get, day, ahead, make, fair, ill, tow, car, behide",Negative
"steer by wire is overrated because if your battery dies while driving, not only will you have no throttle, but you wont have any steering either, so instead of being able to pull off the road, you will crash because there is no way to control the vehicle.","steer, wire, overrated, battery, dy, driving, throttle, wont, steering, either, instead, able, pull, road, crash, way, control, vehicle",Negative
Musk is a unstable fool. Until millions are delivered its all speculation that can go under,"musk, unstable, fool, million, delivered, speculation, go",Negative
crazy well done video,"crazy, well, done, video",Negative
Yeh. It is ugly 😂,"yeh, ugly",Negative
I can't imagine being a refrigerator designer and being insulted this way on the regular. So harsh.,"cant, imagine, refrigerator, designer, insulted, way, regular, harsh",Negative
idk how this shit is street legal,"idk, shit, street, legal",Negative
"If it were any other company, he would have criticized him severely","company, would, criticized, severely",Negative
I really hate this vehicle dawg. Like it's unhealthy how much i dislike it on every level,"really, hate, vehicle, dawg, like, unhealthy, much, dislike, every, level",Negative
"Most people will look because they can’t believe people are that stupid. It’s not good, and history will judge it that way","people, look, believe, people, stupid, good, history, judge, way",Negative
"8th grade, science class. We made rocket cars using wooden or so blocks and even had a competition. The classroom had a lot of aircraft simulator hardware installed in the classroom","th, grade, science, class, made, rocket, car, using, wooden, block, even, competition, classroom, lot, aircraft, simulator, hardware, installed, classroom",Negative
"I was surpised and also disappointed that the word ""security"" was never seriously mentioned. This review felt rather incomplete on more than one end.","surpised, also, disappointed, word, security, never, seriously, mentioned, review, felt, rather, incomplete, one, end",Negative
Bad review.,"bad, review",Negative
"The most dangerous thing, is the gushing Fanboys.","dangerous, thing, gushing, fanboys",Negative
